material_id,composition,bg,elements
mp-700,GeSe,1.1565,"['Ge', 'Se']"
mp-754815,YBr3,2.5,"['Br', 'Y']"
mp-909,As2Se3,1.76,"['As', 'Se']"
mp-23309,ScCl3,5.0,"['Cl', 'Sc']"
mp-4763,ZnSiP2,2.1,"['P', 'Si', 'Zn']"
mp-1153,Li2S,3.3595,"['Li', 'S']"
mp-542545,K3Nb2AsSe11,1.53,"['As', 'K', 'Nb', 'Se']"
mp-5280,In2Ge2O7,4.43,"['Ge', 'In', 'O']"
mp-570339,Tl4CdI6,2.815,"['Cd', 'I', 'Tl']"
mp-12532,KAg2PS4,3.02,"['Ag', 'K', 'P', 'S']"
mp-1423059,SbN,2.87,"['N', 'Sb']"
mp-1190401,BaAgSbS3,2.2,"['Ag', 'Ba', 'S', 'Sb']"
mp-680380,Ca2Ta2O7,4.4,"['Ca', 'O', 'Ta']"
mp-1009750,ScN,0.92,"['N', 'Sc']"
mp-1196663,La4InSbS9,2.32,"['In', 'La', 'S', 'Sb']"
mp-1203413,BaTeMo2O9,3.035,"['Ba', 'Mo', 'O', 'Te']"
mp-637680,K2Mo4O13,1.9,"['K', 'Mo', 'O']"
mp-23480,Bi2WO6,2.75,"['Bi', 'O', 'W']"
mp-17700,SnWO4,1.9,"['O', 'Sn', 'W']"
mp-20944,Sr2PbO4,1.75,"['O', 'Pb', 'Sr']"
mp-1196712,Dy4GaSbS9,2.58,"['Dy', 'Ga', 'S', 'Sb']"
mp-27394,CsSnCl3,1.4125,"['Cl', 'Cs', 'Sn']"
mp-23185,XeF4,2.6,"['F', 'Xe']"
mp-28007,BaHgS2,1.93,"['Ba', 'Hg', 'S']"
mp-841,Li2O2,4.5,"['Li', 'O']"
mp-580941,AgI,2.775,"['Ag', 'I']"
mp-555560,CdTeMoO6,3.25,"['Cd', 'Mo', 'O', 'Te']"
mp-1112980,Cs3BiBr6,3.05,"['Bi', 'Br', 'Cs']"
mp-1173567,NaLaMgWO6,3.6685,"['La', 'Mg', 'Na', 'O', 'W']"
mp-1193501,Li2Fe(SO4)2,5.0,"['Fe', 'Li', 'O', 'S']"
mp-5977,Nd2Zr2O7,3.75,"['Nd', 'O', 'Zr']"
mp-558749,RbMnF3,1.49,"['F', 'Mn', 'Rb']"
mp-4666,CdSiP2,1.358,"['Cd', 'P', 'Si']"
mp-8624,K2Sn2O3,2.75,"['K', 'O', 'Sn']"
mp-1176656,LiMn2O4,1.43,"['Li', 'Mn', 'O']"
mp-2345,Dy2O3,4.8,"['Dy', 'O']"
mp-669311,In7Te10,1.75,"['In', 'Te']"
mp-2231,SnS,1.3,"['S', 'Sn']"
mp-569571,Nb3Sb2Te5,0.9,"['Nb', 'Sb', 'Te']"
mp-540625,GeSe2,2.03,"['Ge', 'Se']"
mp-1288145,LaCoO3,2.1,"['Co', 'La', 'O']"
mp-1200917,SmBiW2O9,3.39,"['Bi', 'O', 'Sm', 'W']"
mp-6913,YN,1.9,"['N', 'Y']"
mp-570553,FeP4,0.88,"['Fe', 'P']"
mp-5942,NaAsS2,2.28,"['As', 'Na', 'S']"
mp-29628,Na4SnS4,3.32,"['Na', 'S', 'Sn']"
mp-1228486,Ba2NdGaS5,2.12,"['Ba', 'Ga', 'Nd', 'S']"
mp-1716,Rh2O3,1.2,"['O', 'Rh']"
mp-27624,CaV2O6,2.56,"['Ca', 'O', 'V']"
mp-1270,Dy2S3,2.955,"['Dy', 'S']"
mp-549589,LaZnAsO,1.5,"['As', 'La', 'O', 'Zn']"
mp-638261,La2GeO5,4.873,"['Ge', 'La', 'O']"
mp-571169,InBi2Se4Br,1.21,"['Bi', 'Br', 'In', 'Se']"
mp-10159,K3Sb,1.4,"['K', 'Sb']"
mp-1211873,K3Ti2P5S18,1.61,"['K', 'P', 'S', 'Ti']"
mp-550514,LaTaN2O,1.9,"['La', 'N', 'O', 'Ta']"
mp-1198687,La2ZrS5,2.01,"['La', 'S', 'Zr']"
mp-6565,Li3Sc2(PO4)3,4.681,"['Li', 'O', 'P', 'Sc']"
mp-19048,BaWO4,3.2,"['Ba', 'O', 'W']"
mp-985583,Li3PS4,3.68,"['Li', 'P', 'S']"
mp-1200447,LaYS3,1.9,"['La', 'S', 'Y']"
mp-753395,FePO4,2.445,"['Fe', 'O', 'P']"
mp-4236,BaZnO2,2.2,"['Ba', 'O', 'Zn']"
mp-18759,Mn3O4,2.3,"['Mn', 'O']"
mp-1202825,CsLu7S11,1.86,"['Cs', 'Lu', 'S']"
mp-8216,LaBO3,1.67,"['B', 'La', 'O']"
mp-1216778,TiS2,1.12,"['S', 'Ti']"
mp-29895,Rb3Bi2I9,2.1,"['Bi', 'I', 'Rb']"
mp-27922,GeI2,1.5,"['Ge', 'I']"
mp-13548,Cs2Pt,1.5,"['Cs', 'Pt']"
mp-21179,NiWO4,2.9,"['Ni', 'O', 'W']"
mp-7440,NaP,2.0340000000000003,"['Na', 'P']"
mp-570887,K2Ag2SnSe4,1.8,"['Ag', 'K', 'Se', 'Sn']"
mp-3285,Na2Ta4O11,3.3,"['Na', 'O', 'Ta']"
mp-27293,Tl4HgBr6,1.8,"['Br', 'Hg', 'Tl']"
mp-3870,Sr2Nb2O7,2.15,"['Nb', 'O', 'Sr']"
mp-8810,SrZn2(PO4)2,4.03,"['O', 'P', 'Sr', 'Zn']"
mp-1190380,Ba2ZnTe3,2.0,"['Ba', 'Te', 'Zn']"
mp-757031,Mg2TiO4,3.55,"['Mg', 'O', 'Ti']"
mp-1340,Ga2Se3,2.29,"['Ga', 'Se']"
mp-1105822,PrCrO3,3.2,"['Cr', 'O', 'Pr']"
mp-4394,Pr2Sn2O7,4.19,"['O', 'Pr', 'Sn']"
mp-1225993,Cu2S,1.21,"['Cu', 'S']"
mp-3742,SrFe12O19,1.86,"['Fe', 'O', 'Sr']"
mp-1203387,Ba2GaSbSe5,2.51,"['Ba', 'Ga', 'Sb', 'Se']"
mp-28549,Li8SiO6,4.745,"['Li', 'O', 'Si']"
mp-7611,Li2CaGeO4,2.4,"['Ca', 'Ge', 'Li', 'O']"
mp-776470,Hf3N4,0.815,"['Hf', 'N']"
mp-27653,LiAlH4,4.67,"['Al', 'H', 'Li']"
mp-644203,CsCaH3,3.17,"['Ca', 'Cs', 'H']"
mp-726,SeO2,4.77,"['O', 'Se']"
mp-1192595,Ba2SnSe4,1.735,"['Ba', 'Se', 'Sn']"
mp-1194282,K2Ti4O9,3.4,"['K', 'O', 'Ti']"
mp-556541,InSb2S4Cl,1.8,"['Cl', 'In', 'S', 'Sb']"
mp-2136,Sb2O3,3.31,"['O', 'Sb']"
mp-1196139,Mg3Sb2,0.6499999999999999,"['Mg', 'Sb']"
mp-1190364,Li2SnS3,2.14,"['Li', 'S', 'Sn']"
mp-29044,Cd4Sb2I3,1.81,"['Cd', 'I', 'Sb']"
mp-22633,Pb3O4,2.1100000000000003,"['O', 'Pb']"
mp-558323,SrBi2B2O7,2.57,"['B', 'Bi', 'O', 'Sr']"
mp-7212,CsSmHgSe3,2.374,"['Cs', 'Hg', 'Se', 'Sm']"
mp-510607,SrCrO4,2.4450000000000003,"['Cr', 'O', 'Sr']"
mp-1207082,LiMgSb,1.875,"['Li', 'Mg', 'Sb']"
mp-1182128,CeVO4,1.8,"['Ce', 'O', 'V']"
mp-1960,Li2O,3.24,"['Li', 'O']"
mp-672289,Ge3N4,2.595,"['Ge', 'N']"
mp-1195592,Ba3GaAs3,0.78,"['As', 'Ba', 'Ga']"
mp-1199284,Gd4GaSbS9,2.41,"['Ga', 'Gd', 'S', 'Sb']"
mp-29746,Cd4P2Cl3,2.21,"['Cd', 'Cl', 'P']"
mp-149,Si,1.12,['Si']
mp-27629,Cs3Sb2Cl9,2.07,"['Cl', 'Cs', 'Sb']"
mp-23405,Cs2TeBr6,2.12,"['Br', 'Cs', 'Te']"
mp-556627,K4GeS4,0.8,"['Ge', 'K', 'S']"
mp-552488,LaCuSeO,2.148,"['Cu', 'La', 'O', 'Se']"
mp-17464,SrGeO3,3.185,"['Ge', 'O', 'Sr']"
mp-22691,InSe,1.39,"['In', 'Se']"
mp-20289,NaInS2,2.585,"['In', 'Na', 'S']"
mp-1191234,BaAl4Se7,3.4,"['Al', 'Ba', 'Se']"
mp-1201494,Rb2Th7Se15,1.83,"['Rb', 'Se', 'Th']"
mp-27544,Cs3Bi2Br9,2.67,"['Bi', 'Br', 'Cs']"
mp-27688,K2TeI6,1.38,"['I', 'K', 'Te']"
mp-557441,KAu(IO3)4,2.52,"['Au', 'I', 'K', 'O']"
mp-1195253,KIn(TeO3)2,4.0,"['In', 'K', 'O', 'Te']"
mp-23218,AsI3,2.415,"['As', 'I']"
mp-18899,Nd2MnNiO6,1.02,"['Mn', 'Nd', 'Ni', 'O']"
mp-812,Ho2O3,2.84,"['Ho', 'O']"
mp-995234,HCO,3.26,"['C', 'H', 'O']"
mp-17905,Cs2Hg6S7,1.63,"['Cs', 'Hg', 'S']"
mp-19142,Mn2V2O7,1.8,"['Mn', 'O', 'V']"
mp-1220879,NaSbSe2,1.48,"['Na', 'Sb', 'Se']"
mp-3887,Li3GaN2,4.275,"['Ga', 'Li', 'N']"
mp-3785,TlGaTe2,0.95,"['Ga', 'Te', 'Tl']"
mp-2490654,MnV2O6,1.93,"['Mn', 'O', 'V']"
mp-23713,CaH2,3.0,"['Ca', 'H']"
mp-9252,HgS,0.7,"['Hg', 'S']"
mp-691,SnSe,0.94,"['Se', 'Sn']"
mp-19318,Ag2MoO4,3.26,"['Ag', 'Mo', 'O']"
mp-1198404,Pd(IO3)2,1.31,"['I', 'O', 'Pd']"
mp-1225854,CsTaWO6,3.525,"['Cs', 'O', 'Ta', 'W']"
mp-5175,NaInO2,3.9,"['In', 'Na', 'O']"
mp-2074,Li3Sb,1.0,"['Li', 'Sb']"
mp-1195033,Ba3Nb2Se9,1.3,"['Ba', 'Nb', 'Se']"
mp-505212,Cs3AuO,2.35,"['Au', 'Cs', 'O']"
mp-31488,Li3NbO4,4.0,"['Li', 'Nb', 'O']"
mp-1672,CaS,4.465,"['Ca', 'S']"
mp-19921,PbO,2.75,"['O', 'Pb']"
mp-504466,Ag2WO4,2.925,"['Ag', 'O', 'W']"
mp-555587,K2SmP2S7,2.59,"['K', 'P', 'S', 'Sm']"
mp-1225654,CuCl,3.306,"['Cl', 'Cu']"
mp-607291,Cu3BiS3,1.42,"['Bi', 'Cu', 'S']"
mp-1221125,NaBiS2,1.21,"['Bi', 'Na', 'S']"
mp-568949,TlBr,2.68,"['Br', 'Tl']"
mp-1024073,K2Sn3O7,3.325,"['K', 'O', 'Sn']"
mp-568263,GaSe,2.0,"['Ga', 'Se']"
mp-849770,CoPO4,1.1,"['Co', 'O', 'P']"
mp-27828,Cs2TiCl6,2.54,"['Cl', 'Cs', 'Ti']"
mp-1346,B6O,2.0,"['B', 'O']"
mp-1190216,HCNO,3.68,"['C', 'H', 'N', 'O']"
mp-2352,Na2O,1.53,"['Na', 'O']"
mp-18968,Li2FeSiO4,3.15,"['Fe', 'Li', 'O', 'Si']"
mp-1202157,TlHg6Se4Br5,2.8,"['Br', 'Hg', 'Se', 'Tl']"
mp-1990,Mg3As2,1.865,"['As', 'Mg']"
mp-1237135,Y6MoO12,3.05,"['Mo', 'O', 'Y']"
mp-557543,K3LuSi2O7,5.0,"['K', 'Lu', 'O', 'Si']"
mp-567504,CrCl3,1.09,"['Cl', 'Cr']"
mp-1195026,Rb2Mg2(WO4)3,4.17,"['Mg', 'O', 'Rb', 'W']"
mp-1196063,Ga2Se2O7,4.61,"['Ga', 'O', 'Se']"
mp-2247,AgN3,3.67,"['Ag', 'N']"
mp-1227335,Bi2Te2S,0.92,"['Bi', 'S', 'Te']"
mp-23317,AsBr3,2.6,"['As', 'Br']"
mp-1195633,Cs2MgSn3Se8,1.92,"['Cs', 'Mg', 'Se', 'Sn']"
mp-680761,Cd3(PO4)2,4.95,"['Cd', 'O', 'P']"
mp-560692,K4Nb6O17,3.2,"['K', 'Nb', 'O']"
mp-4547,La2TeO2,2.5,"['La', 'O', 'Te']"
mp-23018,BiSbO4,2.85,"['Bi', 'O', 'Sb']"
mp-643,ThO2,3.94,"['O', 'Th']"
mp-560459,Rb3Al2(PO4)3,4.855,"['Al', 'O', 'P', 'Rb']"
mp-1095420,ZnMoO4,3.62,"['Mo', 'O', 'Zn']"
mp-27716,KTlO,1.46,"['K', 'O', 'Tl']"
mp-1213805,CrI3,1.05,"['Cr', 'I']"
mp-18101,K2Cd3S4,2.75,"['Cd', 'K', 'S']"
mp-4092,SrSeO4,4.75,"['O', 'Se', 'Sr']"
mp-608555,Cs2SnCl6,2.14,"['Cl', 'Cs', 'Sn']"
mp-985592,Li6PS5Cl,3.1,"['Cl', 'Li', 'P', 'S']"
mp-1191101,KMgBO3,3.742,"['B', 'K', 'Mg', 'O']"
mp-1112501,Cs2TlBiI6,1.37,"['Bi', 'Cs', 'I', 'Tl']"
mp-17101,CaNb2O6,3.94,"['Ca', 'Nb', 'O']"
mp-1199451,B2S3,3.75,"['B', 'S']"
mp-1201691,MnTe6O13,3.2,"['Mn', 'O', 'Te']"
mp-9548,GeAs,1.615,"['As', 'Ge']"
mp-1078724,LiAsSe2,1.105,"['As', 'Li', 'Se']"
mp-9124,LiZnAs,1.61,"['As', 'Li', 'Zn']"
mp-545820,SnO,2.55,"['O', 'Sn']"
mp-3307,BaSO4,3.2725,"['Ba', 'O', 'S']"
mp-1714,FeSi2,0.88,"['Fe', 'Si']"
mp-7575,LiZnN,1.945,"['Li', 'N', 'Zn']"
mp-2718,C2N,1.82,"['C', 'N']"
mp-1199065,Sm4GaSbS9,2.23,"['Ga', 'S', 'Sb', 'Sm']"
mp-1196607,NaIn(IO3)4,3.7,"['I', 'In', 'Na', 'O']"
mp-571637,K2Cd2Te3,1.93,"['Cd', 'K', 'Te']"
mp-441,Rb2Te,4.5,"['Rb', 'Te']"
mp-2310,CdO2,3.6,"['Cd', 'O']"
mp-15559,KSb5S8,1.745,"['K', 'S', 'Sb']"
mp-1224229,K10Zn4Sn4S17,3.1500000000000004,"['K', 'S', 'Sn', 'Zn']"
mp-759307,TiNb2O7,2.91,"['Nb', 'O', 'Ti']"
mp-1204377,TlHg6S4Br5,3.03,"['Br', 'Hg', 'S', 'Tl']"
mp-22408,CoO,2.45,"['Co', 'O']"
mp-758022,LiCoPO4,3.4,"['Co', 'Li', 'O', 'P']"
mp-4591,SrNb2O6,3.94,"['Nb', 'O', 'Sr']"
mp-780654,V2O3,0.7,"['O', 'V']"
mp-1227970,BaGa2GeSe6,2.81,"['Ba', 'Ga', 'Ge', 'Se']"
mp-755225,Li8ZrO6,4.74,"['Li', 'O', 'Zr']"
mp-1190579,Cs2Cu2Sb2S5,1.6,"['Cs', 'Cu', 'S', 'Sb']"
mp-19795,InS,1.995,"['In', 'S']"
mp-1194706,RbY(TeO3)2,3.6,"['O', 'Rb', 'Te', 'Y']"
mp-20782,LiInTe2,1.23,"['In', 'Li', 'Te']"
mp-3789,Zn2SiO4,4.955,"['O', 'Si', 'Zn']"
mp-1214816,Al4SiC4,1.05,"['Al', 'C', 'Si']"
mp-1191903,Li2In2SiS6,3.61,"['In', 'Li', 'S', 'Si']"
mp-1095289,LiCaAs,1.57,"['As', 'Ca', 'Li']"
mp-4175,ZnSnP2,1.3199999999999998,"['P', 'Sn', 'Zn']"
mp-1209628,RbGaSnSe4,1.88,"['Ga', 'Rb', 'Se', 'Sn']"
mp-7155,CsErZnSe3,2.595,"['Cs', 'Er', 'Se', 'Zn']"
mp-623854,NaNb3O8,2.535,"['Na', 'Nb', 'O']"
mp-560717,Ag2CO3,2.3,"['Ag', 'C', 'O']"
mp-23291,PbCl2,3.91,"['Cl', 'Pb']"
mp-6126,LiCdBO3,4.28,"['B', 'Cd', 'Li', 'O']"
mp-754654,NiSnO3,3.75,"['Ni', 'O', 'Sn']"
mp-15201,Pr2Ti2O7,2.7,"['O', 'Pr', 'Ti']"
mp-29530,H2WO4,2.63,"['H', 'O', 'W']"
mp-28230,TlSbS2,1.68,"['S', 'Sb', 'Tl']"
mp-28015,H2O2,1.75,"['H', 'O']"
mp-29502,Al2Te3,2.5,"['Al', 'Te']"
mp-3466,PrAlO3,3.8,"['Al', 'O', 'Pr']"
mp-6089,BaZn2(PO4)2,4.385,"['Ba', 'O', 'P', 'Zn']"
mp-557089,Rb2Zn3(P2O7)2,4.39,"['O', 'P', 'Rb', 'Zn']"
mp-18875,MgWO4,3.39,"['Mg', 'O', 'W']"
mp-10044,BAs,1.39,"['As', 'B']"
mp-13019,NaLa2TaO6,4.5,"['La', 'Na', 'O', 'Ta']"
mp-1004532,CCl4,3.78,"['C', 'Cl']"
mp-1217269,TeSe2,2.392,"['Se', 'Te']"
mp-36111,LiMgP,2.43,"['Li', 'Mg', 'P']"
mp-23949,RbCaH3,3.32,"['Ca', 'H', 'Rb']"
mp-19080,Na2Mn3O7,1.24,"['Mn', 'Na', 'O']"
mp-1196183,Sm4InSbS9,2.13,"['In', 'S', 'Sb', 'Sm']"
mp-1018040,MgSe,4.1,"['Mg', 'Se']"
mp-23074,BiOF,3.93,"['Bi', 'F', 'O']"
mp-2798,SiP,1.02,"['P', 'Si']"
mp-3614,KTaO3,3.65,"['K', 'O', 'Ta']"
mp-567318,TlSbSe2,0.82,"['Sb', 'Se', 'Tl']"
mp-19039,CdMoO4,3.2,"['Cd', 'Mo', 'O']"
mp-4056,CaSc2O4,4.45,"['Ca', 'O', 'Sc']"
mp-1113264,Cs2AgBiI6,1.75,"['Ag', 'Bi', 'Cs', 'I']"
mp-556407,Ba3Bi2TeO9,2.3,"['Ba', 'Bi', 'O', 'Te']"
mp-1191111,SrTi(PO4)2,3.44,"['O', 'P', 'Sr', 'Ti']"
mp-505138,K2PdSe10,1.48,"['K', 'Pd', 'Se']"
mp-760188,Nb3O7F,3.1100000000000003,"['F', 'Nb', 'O']"
mp-22849,BiI3,1.8,"['Bi', 'I']"
mp-1190141,Na2TeS3,2.03,"['Na', 'S', 'Te']"
mp-1411545,NiS2,0.5449999999999999,"['Ni', 'S']"
mp-1188804,DyMnO3,3.73,"['Dy', 'Mn', 'O']"
mp-3175,BaTi4O9,3.55,"['Ba', 'O', 'Ti']"
mp-6457,La2MgTiO6,4.66,"['La', 'Mg', 'O', 'Ti']"
mp-551806,CoTeMoO6,2.125,"['Co', 'Mo', 'O', 'Te']"
mp-13334,ZnSnO3,3.05,"['O', 'Sn', 'Zn']"
mp-504651,CsVO3,2.14,"['Cs', 'O', 'V']"
mp-4524,ZnGeP2,2.06,"['Ge', 'P', 'Zn']"
mp-1190698,KBaSbSe3,2.04,"['Ba', 'K', 'Sb', 'Se']"
mp-16179,SrCu2GeSe4,1.795,"['Cu', 'Ge', 'Se', 'Sr']"
mp-1238815,B4C,1.795,"['B', 'C']"
mp-10293,BaC2,2.2,"['Ba', 'C']"
mp-1569,Be2C,2.0,"['Be', 'C']"
mp-66,C,3.15,['C']
mp-1002164,GeC,2.09,"['C', 'Ge']"
mp-1009820,SnC,2.1,"['C', 'Sn']"
mp-1207473,ZnC2,3.8,"['C', 'Zn']"
