mpid,formula,bg_comp,bg_exp
mp-1198234,Li3V(H4O3)4,3.9924,
mp-1198235,TlH6C3S3(O4F3)3,2.7202,
mp-1198236,NaV2O5,1.5616999999999992,
mp-1198239,Rb4Mo5H4Se2O23,2.9196,
mp-1198245,GaSi6BiH54C18(NCl)4,1.3898,
mp-1198246,K2Mo6H2Cl14O,1.0591,
mp-1198248,In2Bi3Se7I,,1.5
mp-1198254,Ca3Al2S(OF)8,0.6910000000000001,
mp-1198259,SiP2H18(C3Br2)2,2.746,
mp-1198262,BiH16C4N2Cl5,3.9768,
mp-1198264,CuH14C2N10(ClO3)2,1.079,
mp-1198270,MoH12C2(N3O2)2,4.4599,
mp-1198272,TaH24C8N4Cl,2.7991,
mp-1198273,SrP11H28N9,1.9877,
mp-1198275,PrV2IO9,2.5277000000000003,
mp-1198276,AgSb3PbS6,1.1056,
mp-1198280,Li2H32Pt(C6O)2,2.7425,
mp-1198282,KAs2HO6,2.7514000000000003,
mp-1198285,Cu3P4H8N2(O3F)4,0.6221000000000001,
mp-1198287,NaZn(PO3)3,4.8261,
mp-1198288,Sn2Bi2O7,2.667,
mp-1198290,NaUH9(SeO6)2,2.0614,
mp-1198292,NdH24C4I3(NO)8,4.0563,
mp-1198297,H12PdC2(N3Cl2)2,1.747199999999999,
mp-1198299,CoB10(H13O4)2,2.7696,
mp-1198303,ZnFe16Ni7O32,1.235599999999999,
mp-1198308,V2H12C4S4O15,1.9757,
mp-1198311,Hf(TlSe)4,1.3377,
mp-1198316,Gd3Si2BO10,2.807,
mp-1198324,Li2B8SeO15,4.8776,
mp-1198329,K2MgH12(SeO7)2,3.945699999999999,
mp-1198330,CuC32(NF2)8,0.7644000000000001,
mp-1198334,Tl2FeH12(SO7)2,3.9101,
mp-1198339,SiH8(CBr)4,4.2427,
mp-1198345,Fe5(SiO4)3,1.940599999999999,
mp-1198351,La2Mo4O15,2.5836,
mp-1198352,Ba3Fe2P4(O6F5)2,0.7347,
mp-1198358,B2Pb6WO12,2.56,
mp-1198360,NdH6(CO3)3,3.150299999999999,
mp-1198361,Al(BiCl)4,1.4598,
mp-1198362,Tl2NiH12(SeO7)2,3.8339,
mp-1198363,K2UH4C4SNO10,1.6629,
mp-1198370,Ca11Sn3C8,0.6589,
mp-1198373,K3Nd(Si2O5)3,4.0363,
mp-1198374,Ba2H14Cl4O15,2.7437,
mp-1198378,NaLiFePO4F,4.3042,
mp-1198381,Si3Pb11O17,1.976,
mp-1198382,CoB10H23C13,1.6643,
mp-1198384,Cs3InP2,0.7103,
mp-1198385,Bi2B8O15,4.0668,
mp-1198390,Rb2MnH12(SeO7)2,2.6843,
mp-1198393,La2I6O19,0.6633,
mp-1198400,NdB5IO11,1.116299999999999,
mp-1198401,ThN3F7,1.390299999999999,
mp-1198404,Pd(IO3)2,,1.31
mp-1198405,NaCuPH8C2SO8,0.8129000000000001,
mp-1198407,KTiPO5,2.7252,
mp-1198411,U11(PbO12)3,1.6609999999999991,
mp-1198412,SmFeH8C6(N3O2)2,2.119199999999999,
mp-1198415,Cs4(BSe)9,2.5433,
mp-1198417,Cr4O15,0.708599999999999,
mp-1198418,TaTe4Cl4O,1.162399999999999,
mp-1198419,K2Cd3Se4,,2.4299999999999997
mp-1198421,NaMgAlH18(C2O7)3,3.5646,
mp-1198425,GaBP2H5NO9,4.6499,
mp-1198427,RuSN4(ClO)2,0.5038,
mp-1198428,SbTe(N3F2)3,2.893,
mp-1198436,Mo(NO4)2,2.8207,
mp-1198439,TlV2I3O13,1.848799999999999,
mp-1198443,Na2Al3P3(HO7)2,4.9664,
mp-1198448,NaAl3Si3(HO6)2,4.694100000000001,
mp-1198449,SbCN2OF3,1.6382999999999992,
mp-1198455,MnPHO3,4.2461,
mp-1198457,K2UMo2O11,0.6880000000000001,
mp-1198460,Ba7Ga5AgSe15,1.904,
mp-1198461,Na5FeP2(O4F)2,2.4129,
mp-1198462,KNaNbOF5,4.3822,
mp-1198466,Cr(C7O2)3,0.6001000000000001,
mp-1198469,LaH40C13N9O19,3.5408,
mp-1198473,Na3U2H5(Se2O9)2,2.132799999999999,
mp-1198478,BrN3,2.0113,
mp-1198481,KAsW2O9,2.3938,
mp-1198489,Hg3H4(IO6)2,1.144299999999999,
mp-1198490,UO3,1.878299999999999,
mp-1198491,Be2NiH20N2(O3F4)2,4.9841,
mp-1198494,Cs2B12H2OF12,2.7322,
mp-1198495,SrH10Pb2Br6O5,3.579799999999999,
mp-1198499,CoAs2S4(O2F3)4,2.5374,
mp-1198504,Fe2NF6,1.8135,
mp-1198506,Cu4H18C6S3I4,2.6151,
mp-1198509,GePb2(SeO3)4,3.309599999999999,4.1
mp-1198514,NaV5H18N2O19,2.4451,
mp-1198515,Sr2Sn(HO)8,4.0219,
mp-1198516,Ag3CN(ClO5)2,1.356599999999999,
mp-1198517,Hg4H9C4S3O14F9,3.0538,
mp-1198519,LiY(CN2)2,3.776899999999999,
mp-1198523,MgCO6,1.9396,
mp-1198529,HfHg4(AsCl3)2,1.3812,2.47
mp-1198531,UC4SNClO8,0.5901999999999991,
mp-1198533,CoH12CN5O6,2.844999999999999,
mp-1198535,KGdH2S2O9,2.7706,
mp-1198538,Ta3Br7,1.2644,
mp-1198539,K2ZrSi2O7,0.8795000000000001,
mp-1198548,H24Pt(N4Cl)2,3.8648,
mp-1198550,Co2H22C(N2O3)4,2.9117,
mp-1198551,BaTi(S2O7)3,2.7332,
mp-1198552,Ta2H36C12N6Cl2O,2.6784,
mp-1198559,FeH14SO11,4.3717,
mp-1198561,Sn15Ru3O14,1.417199999999999,
mp-1198563,V6H36C12O19,0.9051,
mp-1198565,CuPb5Se4(ClO3)4,0.6854,
mp-1198567,Sr25Ti39O103,1.9422,
mp-1198574,MgH8C3(NO3)2,4.9305,
mp-1198575,Rb3La(Cl3O)2,1.1984,
mp-1198577,In2B(PO4)3,3.8934,
mp-1198580,K2NdH4N5O17,3.5537,
mp-1198581,Cs2V5H5O16,2.482599999999999,
mp-1198584,Ni3P2(HO)16,3.8665,
mp-1198588,Al2Si2H4O9,4.866300000000001,
mp-1198591,RbMoPO6,,2.96
mp-1198596,Li2P7(H3N)9,2.090499999999999,
mp-1198599,BaTi(SiO3)3,3.0835,
mp-1198611,U2NiP2(HO)24,2.4318,
mp-1198616,NaInBP2HO9,4.1928,
mp-1198619,VAg(IO4)2,1.402899999999999,2.24
mp-1198622,Li7La3Hf2O12,4.3384,
mp-1198625,H7N2F,4.8649,
mp-1198626,K3Co(C3O7)2,0.8673000000000001,
mp-1198633,ZnH20C4(N5O6)2,3.4283,
mp-1198635,KTeO7,0.9013,
mp-1198636,Ba5V4(ClO7)2,3.2262,
mp-1198643,ZnH12C3SeS3(N3O2)2,3.4695,
mp-1198646,Cs4BaV6O18,3.0382,
mp-1198647,SnH4(Cl2O)2,3.1015,
mp-1198649,K9Y3Si12(O16F)2,4.995,
mp-1198652,TeH18C9S6N3Cl,2.8664,
mp-1198653,Na2TmPWO8,4.8021,
mp-1198660,Y2(MoO4)3,3.4948,
mp-1198661,CrP2H14C9O4,3.1304,
mp-1198663,K2Li(H2N)3,2.3848000000000003,
mp-1198664,Cs3CaFe(P2O7)2,2.4361,
mp-1198672,OsSeS3Cl4,1.4276,
mp-1198673,SnH12C2(NCl)6,2.8585000000000003,
mp-1198676,Cs8Fe2O7,1.7378,
mp-1198682,GaPH9C3Cl3O,4.9838000000000005,
mp-1198687,La2ZrS5,,2.01
mp-1198688,Ca(AlH4)2,4.7209,
mp-1198690,MoI2,1.6796000000000002,
mp-1198694,CsVPO5,2.8884,
mp-1198697,NiB10(H13O4)2,3.8413,
mp-1198701,Li6Cu(B2O5)2,0.740599999999999,
mp-1198706,CsNd(SeO6)2,0.8157000000000001,
mp-1198708,HoIO9,0.6263000000000001,
mp-1198718,LiSiH19(C3N2)2,3.123599999999999,
mp-1198721,Rb2Mo3SeO12,2.5069,
mp-1198724,P,1.9259,
mp-1198731,NaTb(SiO3)2,4.701799999999999,
mp-1198737,CsTc3(Se2Br)2,1.0219,
mp-1198740,Li7Nd3Zr2O12,4.2749,
mp-1198746,NaNbS6,0.6098,
mp-1198748,CoH18Br2N6ClO3,2.9453,
mp-1198749,Ca2Al2Si6Sn(H3O11)2,4.275,
mp-1198753,H8S(NO2)2,4.9513,
mp-1198754,ZnSnP14,1.193,
mp-1198755,CdSi3AsH27C9I2,3.2149,
mp-1198756,Nd3InS6,0.9578,
mp-1198762,InSeClO3,3.379799999999999,
mp-1198767,SrV2TeO8,2.6844,
mp-1198771,VZnH14(O2F)4,2.7277,
mp-1198774,Si(H3C)2,3.5587,
mp-1198775,V2P2H2O11,1.785,
mp-1198776,HC2N3,2.4981,
mp-1198777,ErBiW2O9,2.6869,
mp-1198778,Te6RuBr8,1.4039,
mp-1198780,LiSbO2,3.0684,
mp-1198781,CaAsO5,2.0614,
mp-1198782,Ca2Al3H3O8,4.488300000000001,
mp-1198786,Rb2UMo2O11,0.856399999999999,
mp-1198790,Nb12WO33,1.9571,
mp-1198791,Sb2Te3WC4(OF3)4,1.9537,
mp-1198792,Te7WBr5O,0.5302,
mp-1198796,RbSnF3,3.689899999999999,
mp-1198797,SnH8(ClO)4,3.2964,
mp-1198801,MnH11C5NO6,2.9274,
mp-1198805,FeH12C8S2(N3O)2,3.8311,
mp-1198806,NaMo3H29C8(BrO2)4,1.828399999999999,
mp-1198812,TbCu(WO4)2,1.3653,
mp-1198813,MoH8(NO2)2,4.43,
mp-1198817,Gd4(SiS4)3,1.171,
mp-1198818,La3Mo4O16F,3.6136,3.7
mp-1198826,H10PtC2(NCl)2,2.5658000000000003,
mp-1198837,MnTe2H20(CN)4,0.9299,
mp-1198838,CuH9C3N(ClO)2,0.557099999999999,
mp-1198839,UC2O9,0.8047000000000001,
mp-1198841,NbBi4BrO8,1.4811,
mp-1198842,CsCuPS3,2.1498,
mp-1198846,TeH3N(OF)2,0.6209,
mp-1198847,CoH24C2S2(N3O7)2,1.879,
mp-1198848,CrB6P2(H17C3)2,0.7523000000000001,
mp-1198849,Zn2CoP2(H2O3)4,3.339,
mp-1198851,K4Cu(IO10)2,0.5433,
mp-1198856,Rb2FeH12(SO7)2,4.0478,
mp-1198857,Rb4V2S4O19,2.0238,
mp-1198859,Bi(WBr3)3,1.9682,
mp-1198862,ZnH10C2S3(N3O2)2,3.8465,
mp-1198863,Hg3(SCl)2,1.7932,
mp-1198867,H20RhC3N9Cl6O,1.4438,
mp-1198868,UZn4P2(H2O5)3,2.2888,
mp-1198875,P2H32C9(N3O2)6,4.2405,
mp-1198880,ZnH7C3NO7,4.4877,
mp-1198883,ZnH10C2(Se2N)2,1.3324,
mp-1198885,Sb2PH3(CF5)4,4.5874,
mp-1198886,UP2H15C5NO13,2.5868,
mp-1198888,LaH16C4Cl3O4,4.2595,
mp-1198890,K(B7H6)3,4.3822,
mp-1198893,CuH16C6S4(NO)6,0.6443,
mp-1198898,CsTh2(PO4)3,4.5121,
mp-1198901,Cs2CuH8(SeO6)2,2.9431000000000003,
mp-1198905,Cs12Sn8GeO4,1.3041,
mp-1198906,V2Co3TePb3O14,2.2327,
mp-1198908,CI(NO)3,0.597799999999999,
mp-1198916,KSi2H14C4N,4.0663,
mp-1198918,Rb2Cu3(P2O7)2,0.607,
mp-1198919,Ba3Te3(BrO4)2,3.2962,
mp-1198923,Cd2AsHO5,1.5943,
mp-1198926,ReH12C3S3(NCl)6,1.0428,
mp-1198930,LiGa(SeO3)2,4.2558,
mp-1198935,K2Na2Sm4Ta2O13,3.973799999999999,
mp-1198941,KNi3P3O11,4.159700000000001,
mp-1198947,FeHg2C6S2(NO2)2,1.555499999999999,
mp-1198949,P2H24PtC12(IN3)2,2.1069,
mp-1198950,KInH8(CO3)4,3.5919,
mp-1198956,Nd2ThS5,1.405199999999999,
mp-1198958,UH10Cl2O15,1.511099999999999,
mp-1198960,Cd3H14S3(NO8)2,3.312,
mp-1198962,CoTe6O13,,3.3
mp-1198963,K5TbH8(CO2)8,4.5523,
mp-1198966,SiAg2(S2O7)3,3.531099999999999,
mp-1198968,Be2P2PbO8,4.5437,
mp-1198973,SrSn2H10Cl6O5,3.8478,
mp-1198974,La2ThSe5,1.118199999999999,
mp-1198976,Ba3GaS4Cl,3.1691,
mp-1198978,HoSbMo2O9,3.1837,
mp-1198984,Fe3P3PbO13,0.5588000000000001,
mp-1198989,Mn5(SiO5)2,0.9584,
mp-1198991,Rb3H12N5,1.7749,
mp-1198996,K3Li2Nb5O15,1.658599999999999,
mp-1198997,C2SNOF,3.8048,
mp-1199004,In2H6C5O11,4.7153,
mp-1199006,Tb2HfS5,1.146199999999999,
mp-1199011,Nb4Ag2O11,2.342799999999999,
mp-1199017,TlSb3F18,2.2817,
mp-1199018,Ba4CrGa2(S3F2)2,2.1491,
mp-1199019,AgSbS(OF3)2,2.555399999999999,
mp-1199023,Dy2ZrS5,1.1966,
mp-1199026,Tb4BClO7,4.7323,
mp-1199029,TlP2HO7,1.9415,
mp-1199031,Na2Al2Si3H6O13,4.4745,
mp-1199033,K2TcCl5O,0.5965,
mp-1199036,NdTiCrO5,1.3246,
mp-1199037,NaNbO3,1.7575,
mp-1199040,K3Bi2(NO3)9,3.6628,
mp-1199041,MgH6CO6,4.8192,
mp-1199045,DyFe3(BO3)4,2.2942,
mp-1199046,CaFeBP2(HO5)2,1.592,
mp-1199050,CuH20N6OF2,0.74,
mp-1199051,B10H13I,2.5463,
mp-1199053,LaTmS3,0.7541000000000001,
mp-1199055,BH6C2N5F4,4.3443000000000005,
mp-1199056,RbGe,1.2867,
mp-1199063,SiC,1.6849,
mp-1199064,HgC6(IN2)2,0.9761,
mp-1199065,Sm4GaSbS9,,2.23
mp-1199075,H3CSO3,4.1726,
mp-1199087,CdSnP14,1.444499999999999,
mp-1199088,Rb4Mo5(PO11)2,3.3712,3.51
mp-1199092,ZnPH5CNClO3,4.6314,
mp-1199096,Ca3Al4CoO10,2.637299999999999,
mp-1199099,Cu3P4H24C6(NO8)2,0.8172,
mp-1199100,Al2Tl3(PO4)3,3.4362999999999992,
mp-1199101,MgCrH10O9,3.0727,
mp-1199104,Ba5Y8Mn4O21,1.5582,
mp-1199105,Gd(ReO5)3,0.587699999999999,
mp-1199110,SiH9C3N2Cl3,4.072299999999999,
mp-1199115,Fe2H6(SO5)3,2.1469,
mp-1199121,NdH16N7O19,3.4927,
mp-1199122,Li2Ca(SiN2)2,3.465799999999999,
mp-1199123,PrH16N7O19,3.4551,
mp-1199125,In2Se2O7,,2.97
mp-1199130,Se2NO6,1.6951,
mp-1199136,K2SmMoPO8,4.0009,
mp-1199138,MgH18Br2O9,4.4417,
mp-1199139,ReH12C4NO4,4.5007,
mp-1199144,PrErS3,0.6393,
mp-1199147,K9Fe2O7,2.0603,
mp-1199154,PH12C3N6O5F,4.6516,
mp-1199156,Na2Cu(NO3)4,0.6062000000000001,
mp-1199160,Co3B11HO20,2.175,
mp-1199163,LiH6C3BrN2,4.319,
mp-1199165,SiH12(CO)4,4.7372,
mp-1199170,Sr2V2Se3O13,2.603799999999999,
mp-1199171,CoH24C4S4N8(ClO4)2,1.4274,
mp-1199172,K9CuS8(NO9)2,1.7444000000000002,
mp-1199178,K2Mo(CO4)2,0.9431,
mp-1199182,KCu2SbSe3,0.6955,
mp-1199184,Ba3Ti2(O3F5)2,0.7776000000000001,
mp-1199188,Ti2Si7H42C14(Cl3O)2,1.4835,
mp-1199191,Sb2S4O15,4.4244,
mp-1199194,CoH4S(NO2)2,1.8879,
mp-1199197,HC2N3,2.436099999999999,
mp-1199200,Fe2CO5,1.414899999999999,
mp-1199208,V(PO4)2,0.9803,
mp-1199210,Li3MnP2(O3F2)2,1.7453,
mp-1199216,Cs2ZnBi2S5,1.7343000000000002,
mp-1199217,K2TlCl5O2,0.8149000000000001,
mp-1199218,Li3As7(H3N)13,1.8068,
mp-1199223,LaH16N7O19,3.4143,
mp-1199227,S3N3Cl3O2,3.5585,
mp-1199228,Fe3P2(HO5)2,1.7308,
mp-1199230,InSi4H38C14Cl,3.9314,
mp-1199231,Al2Si2H8N2O9,0.9652,
mp-1199236,Zn3Fe16Ni5O32,1.0755,
mp-1199237,PrSbMo2O9,3.2644,
mp-1199240,Cs5Mo8P(H3O16)2,3.5554,
mp-1199242,Pb(IO3)2,3.0485,
mp-1199243,Cs6Ho21S34Cl,1.9586,
mp-1199244,CsCuS6,1.0787,
mp-1199246,Ba5B3BrO9,3.781399999999999,
mp-1199248,CsMo2P3O13,2.2729,
mp-1199249,MgH11C2NO10,3.4639,
mp-1199255,B10H13I,2.8217,
mp-1199258,Ba5LiGaN3F5,1.3588,
mp-1199259,AsXe2BrOF12,2.6125,
mp-1199260,BP2Pb2O9,0.8651000000000001,
mp-1199265,Nb2Pb2Se4O15,2.662099999999999,2.79
mp-1199268,Na2Cr2H4O9,2.7618,
mp-1199274,UAsC2N2(O2F)2,0.617799999999999,
mp-1199276,CsScAs2(HO4)2,3.7284,
mp-1199278,NdMoClO4,2.6074,
mp-1199282,NpB3O8,0.5495,
mp-1199284,Gd4GaSbS9,,2.41
mp-1199286,H25C8IN2(OF2)2,4.616,
mp-1199287,B9H25C4NCl,3.6529,
mp-1199292,KBH4C4(N2O)4,2.731,
mp-1199297,HoAgS2,1.500899999999999,
mp-1199311,Mn(CO)5,1.0121,
mp-1199318,Co2SnC8SeO8,1.81,
mp-1199320,Na4Cr2P4O15,0.563099999999999,
mp-1199321,K5In3P6Se19,,2.2
mp-1199323,ThP2H2CO8,1.9858,
mp-1199327,VTeH11(NO4)2,2.6724,
mp-1199328,Ba3U2As4O19,2.363,
mp-1199333,Zn3As2(HO)16,3.2054,
mp-1199335,Sb2H18C3(IN)9,2.3989000000000003,
mp-1199340,MgBi4(PO6)2,3.051299999999999,
mp-1199341,Sb2C3OF18,2.1709,
mp-1199342,Si4Ge(H3C)11,3.7758,
mp-1199343,ZnS,2.0023,
mp-1199347,Zn3P4H28C8(NO6)2,4.9546,
mp-1199352,SbXeF7,2.7566,
mp-1199354,ZnH20PtC4(NO3)4,3.0854,
mp-1199356,LaH6C2SNO9,3.3487,
mp-1199360,SnH7C3NO5F,3.0788,
mp-1199368,ZnH10C2S2(N4O3)2,3.4822,
mp-1199369,H9PtC3Br,3.6463,
mp-1199371,GaP2H15C5(NO4)2,4.5686,
mp-1199373,AgH8C3S2ClO4,3.3939,
mp-1199374,TaH9N3F5,4.8151,
mp-1199375,Mn2H2SO5,3.4249,
mp-1199378,RhN3Cl6O,0.8054999999999991,
mp-1199386,H9C2(N3O2)3,2.2556,
mp-1199390,AgH20S6N5O9,3.2499,
mp-1199394,Si(H3C)2,3.6241,
mp-1199395,ZrO3F5,0.8127000000000001,
mp-1199396,CuH12C3S3N6Cl,2.7636000000000003,
mp-1199399,TiSi7H48(C8O)2,3.0433,
mp-1199400,ZnCoP2H12O11,2.0092,
mp-1199401,Nd(NO3)3,3.1368,
mp-1199402,C9F5,1.4988,
mp-1199404,NaY(C2O5)2,2.2689999999999992,
mp-1199405,H16AuC12S2N3O4,2.470399999999999,
mp-1199406,V5NiH20NO22,2.5253,
mp-1199415,Mn2VHO5,1.541799999999999,
mp-1199420,CoP2H36C12Br2(N3O)2,2.9566,
mp-1199426,ZnN3Cl5,0.644999999999999,
mp-1199429,Ca2CoSi2O7,3.096,
mp-1199431,Ho2ZrS5,1.2326,
mp-1199432,Al2FeP2(HO)18,4.0407,
mp-1199434,TcAsH2(OF5)2,2.816099999999999,
mp-1199435,HNO3,3.8973999999999993,
mp-1199436,Zn(H3C)2,4.1572,
mp-1199438,NaFeP2(O3F)2,1.8637,
mp-1199439,KUN3O11,2.4051,
mp-1199440,U2H12C2Se3(N3O8)2,1.8317,
mp-1199443,SnH6C(NCl)3,3.0469,
mp-1199444,Rb2ZrSi3O10,0.8808,
mp-1199451,B2S3,,3.75
mp-1199452,ZnB2(NF2)4,0.6404000000000001,
mp-1199453,KLiMoO4,4.4886,
mp-1199458,Co2BP4H2Pb4ClO18,3.0187,
mp-1199462,TcC5ClO5,2.6834,
mp-1199463,Rh(CO)3,2.2534,
mp-1199465,Ho6H40N8O49,2.9414,
mp-1199469,Na3H4Au(SO2)4,3.209399999999999,
mp-1199471,BaNaAlMo6(H13O17)2,3.4128,
mp-1199472,H14Pb6C8O13,2.9566,
mp-1199473,CsSi2H18C6N,2.8221,
mp-1199480,KTbH2C2SO9,3.0575,
mp-1199482,K2Gd2Sb2Se9,,1.33
mp-1199484,LiCu2BP2(HO5)2,0.6144000000000001,
mp-1199487,MoH8(S2N)2,1.7787000000000002,
mp-1199489,CsAgH12C4S4(NO4)2,4.2155000000000005,
mp-1199490,MnH16C4S4(N4Cl)2,1.643399999999999,
mp-1199497,CsMo3I7,1.5915,
mp-1199499,K4Ba2B14H16O33,4.9133,
mp-1199501,Na12MnCu2H16(SO4)8,3.5092,
mp-1199507,SiBH3CNCl3,4.8578,
mp-1199509,Mg2AsO5,0.714599999999999,
mp-1199516,Na9H4S4BrO20,4.452299999999999,
mp-1199524,Mn(CO3)2,0.5305,
mp-1199528,H18AuN6Cl,3.594,
mp-1199530,CuH12C3S3IN6,2.7435,
mp-1199533,Pb7(BrO4)2,1.1437,
mp-1199536,SnMoH6(CO2)2,4.109,
mp-1199541,NaB5PbO9,4.586,
mp-1199546,Sr10Sb16H6Se7O30,2.0038,
mp-1199552,CoH14SeN5O7,1.9253999999999991,
mp-1199561,FeSiO3,0.7031000000000001,
mp-1199562,Na2TbPWO8,4.7698,
mp-1199566,AlH10C3N,4.7222,
mp-1199574,Ca4As3H9O16,3.9317,
mp-1199577,H7C7(NO2)3,3.637,
mp-1199579,BiH14C4S8N5O,2.8482000000000003,
mp-1199581,HgH3CN3,3.65,
mp-1199586,KSi7H62C25O6,0.9692,
mp-1199593,NaNbO3,1.6316000000000002,
mp-1199595,MnSn4H24C8(Se5N)2,0.9195,
mp-1199601,K3Mo2HCO13,2.4996,
mp-1199603,MnV5H20NO22,1.9797,
mp-1199607,Ag4TeSO4,0.6883,
mp-1199608,Al4H12C15O31,0.871,
mp-1199614,Cs2PH4Se3O2,1.6174,
mp-1199615,VNiH14(O2F)4,2.6441,
mp-1199622,ZrP2H4O9,4.5284,
mp-1199623,P2H12Rh(CO)4,1.196,
mp-1199624,Ba2NaNb5O15,2.4877,
mp-1199625,Hg3HN2O7,2.335099999999999,
mp-1199629,Ba2CdP4(H3O8)2,4.4355,
mp-1199631,NaCaAlOF6,1.491299999999999,
mp-1199632,U2H12C2S3(NO8)2,1.9032,
mp-1199633,Cs3Ag(AsSe2)4,1.604299999999999,
mp-1199637,Sr8Li2B22H2O43,4.6493,
mp-1199639,U2NiAs2(HO)24,2.4707,
mp-1199640,Fe2AsH19SO18,2.7292,
mp-1199641,Cs2V2Cu(ClO3)2,0.6694,
mp-1199642,Sr2V4Te2H2O17,2.6086,
mp-1199647,MoH4C(NO2)2,3.1319,
mp-1199657,Ta3H20C4Br8NO4,1.4781,
mp-1199661,K3Fe(CO2)6,2.4702,
mp-1199662,Cs2TlBr5,1.276,
mp-1199663,Cr2CoH20N6ClO8,2.621,
mp-1199667,Tl2(ReS2)3,1.4307,
mp-1199669,ZnSi3GeH35C13ClO,3.584,
mp-1199670,Rb5Er(MoO4)4,4.061100000000001,
mp-1199672,NaGaBP2H3O10,4.9585,
mp-1199673,Co5P4H12(O8F)2,2.0431,
mp-1199676,InH10N3O14,3.6327,
mp-1199678,Cs2P4Pd3O14,1.3628,
mp-1199685,Cu2(ReS2)3,0.710399999999999,
mp-1199686,MoP4H38C13(NCl)4,2.5373,
mp-1199687,Si6As2H36(C4O)3,3.6681,
mp-1199694,Na2MoO6,0.5598000000000001,
mp-1199701,Ca(ReO5)2,0.5606999999999991,
mp-1199702,Ba2GaS4,1.8917,2.55
mp-1199703,Co2H36N13Cl5O3,2.5031,
mp-1199704,NaPrP2H4CO7,4.8135,
mp-1199706,Na4Si4H18O19,4.8497,
mp-1199708,TbAgH10C20(N3O4)2,2.950199999999999,
mp-1199709,CaMnAl4SiP3(HO4)5,4.886700000000001,
mp-1199710,B10H12C3O2,4.7316,
mp-1199715,K2In2P3Se10,1.5675,2.2
mp-1199719,Na3Fe2P2O8F3,2.2243,
mp-1199720,GeSb2H16C4(S3N)2,2.489899999999999,
mp-1199722,Bi(W2Cl5)3,2.2069,
mp-1199727,Rb2Ag2Sn(PSe3)3,1.5971000000000002,
mp-1199734,CuH36S8N11O18,1.6715,
mp-1199735,CsY2CuTe4,0.687299999999999,
mp-1199737,K6Al4Si6BH4ClO24,4.5193,
mp-1199739,Mo2H9C2NO7,3.1841,
mp-1199741,Zn3TeP2Pb3O14,3.1622,
mp-1199742,La(Mo4O7)2,0.5095000000000001,
mp-1199743,CsInTe2,,2.16
mp-1199745,Ca2Cd(BrO2)6,0.5444,
mp-1199746,BaMo2C4O17,2.8698,
mp-1199748,TeMo6(NO6)4,0.5863,
mp-1199752,Cs4PbO3,1.6856,
mp-1199754,CdC3NCl3,1.9514999999999991,
mp-1199757,Mo6H24C8N2O19,2.857199999999999,
mp-1199758,FeH8N3O13,2.3425,
mp-1199760,UH18C4N10O13,1.7439,
mp-1199764,Cs2NdN5O17,2.4705,
mp-1199766,CsNaB10H31N7,2.8805,
mp-1199767,MgB2H42C26(N7O3)2,4.6877,
mp-1199768,ErFeC6(N3O2)2,1.7405,
mp-1199770,NaVZnP2O9,0.8985999999999991,
mp-1199771,Ce2Nb2S7O30,0.6364000000000001,
mp-1199772,Sb2XeClF11,2.1165,
mp-1199775,MgTe(BrO)6,0.6633,
mp-1199776,Sn3H28C9IN,2.7628,
mp-1199778,MgSiO3,4.6372,
mp-1199782,CoH16C6(N3O4)2,1.2872,
mp-1199783,ReH(CO)4,2.9798,
mp-1199786,Zn5P4H12C2(NO8)2,3.6811,
mp-1199790,Cs10P4PdSe16,1.253099999999999,
mp-1199791,BeH24C8S4(ClO2)2,3.6696,
mp-1199792,Gd4(SiS4)3,1.2438,
mp-1199795,B8P2H39RhC13,2.2831,
mp-1199798,CsReS2,1.2522,
mp-1199804,Si5H6C4(NCl5)2,3.5385,
mp-1199808,Tl2NiH12(SO7)2,4.6530000000000005,
mp-1199810,Hf(MoO4)2,2.1393,
mp-1199814,NiH48C18S6(N7O3)2,2.7413,
mp-1199815,SbSN2O4F3,1.1105,
mp-1199816,CuH12CN6Cl4O,0.6396000000000001,
mp-1199821,PCSN3O2,0.7656000000000001,
mp-1199822,CuH20C6(NCl2)2,0.7467,
mp-1199823,Na3FeC6O17,0.663999999999999,
mp-1199826,RhC3(N2Cl)3,0.5019,
mp-1199829,AlH15Br3N5,4.3958,
mp-1199830,KCd(BH4)3,3.841199999999999,
mp-1199831,Na9Al2(H9O7)3,3.6299,
mp-1199834,Cr4Xe5F44,1.3084,
mp-1199835,CsFeP2H3CO10,2.6647,
mp-1199838,KSc(BH4)4,4.9752,
mp-1199840,Cs5As(PSe3)4,1.4867,
mp-1199841,Dy3InS6,1.0439,
mp-1199851,ErC3O8,0.7052,
mp-1199855,ZnSb2Cl2O3,3.7109,
mp-1199857,BaMnO2,1.2781,
mp-1199860,V2Co2Se2O11,1.3256,
mp-1199865,NaLa(GaS2)4,2.2582,
mp-1199880,RbVH6SeO9,2.723799999999999,
mp-1199883,Rb2FeCl5O,0.8704000000000001,
mp-1199885,Li12Mo5O17,1.2811,
mp-1199891,K2PH4S3O2,2.8749,
mp-1199894,Si,0.998499999999999,
mp-1199897,CaCoBP2H5O11,3.3187,
mp-1199904,FeBO3,1.517599999999999,
mp-1199905,Sn(C6F5)4,3.527599999999999,
mp-1199908,Cs7NaSi8,1.5773,
mp-1199909,Fe3Sb5(IO3)3,2.5007,
