mpid,formula,bg_comp,bg_exp
mp-16792,Ba4LiTa3O12,3.113299999999999,
mp-16793,Be3Cd4Si3SeO12,2.499399999999999,
mp-16799,K3NdV2O8,3.6565,
mp-16800,Sc2(SO4)3,4.3752,
mp-16802,BaMo2(P2O7)2,3.9317,
mp-16803,CaCo3(P2O7)2,0.813399999999999,
mp-16805,Cs2Ti(GeO3)3,2.9569,
mp-16808,La2(WO4)3,4.0757,
mp-16809,Ho2Si2O7,4.9477,
mp-16811,Ho2MoO6,2.1491,
mp-16812,KVP2O7,2.0781,
mp-16813,BS4N4F3,1.9675,
mp-16814,KTh2V3O12,3.300899999999999,
mp-16818,Rb2Cd3Se4,,2.37
mp-16819,ZnTeO3,3.605899999999999,
mp-16831,CaTi4(PO4)6,2.7105,
mp-16834,Zn3(AsO4)2,2.1475,
mp-16837,Nb3AgO8,1.5603,
mp-16839,Na3WN3,1.845899999999999,
mp-16847,K3Na2SnP3,1.1005,
mp-16848,Tl3PS4,2.2857,
mp-16855,K3Ta3Si2O13,2.9687,
mp-16856,RbMoP2O7,2.8783000000000003,
mp-16861,Na5GeAs3,0.5043,
mp-16863,Rb3PS4,2.8787000000000003,
mp-16864,RbV3O8,2.0696,
mp-16870,Ba2CdSe3,1.574799999999999,
mp-16871,K2ZrGe2O7,3.9148,
mp-16872,RbLi2Ga2(BO3)3,3.9306,
mp-16882,ZnMoO4,3.5481,3.9
mp-16884,RbEr2Cu3Se5,1.1477,
mp-16889,Na6Sn2Se7,1.7754,
mp-16892,Tl2CrO4,2.5156,
mp-16894,Cr7(PO4)6,0.7454000000000001,
mp-16903,SrSbF5,4.7617,
mp-16904,Ba2CdTe3,1.402,
mp-16905,Ba2MnTe3,0.825199999999999,
mp-16911,Rb2S5,1.9539,
mp-16913,Ag2SeO3,1.7022,
mp-16915,BaTiOF4,3.34,
mp-16917,RbV3(SeO6)2,2.3219,
mp-16919,Y2HfS5,1.2263,
mp-16921,KNa4GeAs3,0.6988000000000001,
mp-16927,NaTbGeO4,3.598799999999999,
mp-16928,Ba6Lu2(WO6)3,2.9903,
mp-16929,Pr3Si6N11,2.9903999999999997,
mp-16930,Na3GeTe3,1.4050999999999991,
mp-16933,LiFe(WO4)2,1.7127,
mp-16934,BaLaAlO4,4.4355,
mp-16945,Sr3(GaN2)2,1.5856,
mp-16947,LiAlGeO4,3.3465,
mp-16955,K2Li3FeO4,3.0917,
mp-16956,Na3Sc2(PO4)3,4.6584,
mp-16961,Na6Si2Se7,2.1551,
mp-16967,CaV4(AgO6)2,1.9174,
mp-16969,Lu2SiO5,4.6846,
mp-16970,Na2Si2O5,4.4295,
mp-16972,CsErSiS4,2.957,
mp-16975,RbC10,0.6839000000000001,
mp-16978,Ba3MgSb2O9,2.6494,
mp-16980,Rb2B4O7,4.7246,
mp-16989,K5SnAs3,0.5222,
mp-16990,Ba10P6SO24,3.1879,
mp-16991,RbMoAsO6,2.4553000000000003,
mp-16992,NaAg3S2,0.9312,
mp-16993,Er2SiO5,4.650399999999999,
mp-16994,MnTe2O5,1.7152,
mp-16995,Sm3Si6N11,3.011299999999999,
mp-16996,Li3GaSiO5,3.8432999999999993,
mp-16998,Ba2Nb6Te2O21,2.1563,
mp-1700,AlN,3.3056,
mp-17004,UOF4,1.9526,
mp-17006,SmTl(MoO4)2,3.534399999999999,
mp-17008,CaTeO3,3.2993,
mp-17009,Ba3Te2O9,2.381599999999999,
mp-17012,Sr2VN3,1.518399999999999,
mp-17015,K4GeO4,2.7837,
mp-17019,Ca2YAs(WO6)2,3.691899999999999,
mp-17020,TiTl2(GeO3)3,2.6548,
mp-17021,TlCrP2O7,2.8078000000000003,
mp-17024,Ba2NbN3,1.9547999999999992,
mp-17025,Sr3Y(BO3)3,4.4109,
mp-17034,BaLiCoF6,2.284399999999999,
mp-17035,K3Sc(PO4)2,4.2962,
mp-17037,Rb2Ti(SiO3)3,3.1316,
mp-17040,Cs3MnF7,1.5495,
mp-17043,Tm2ZnS4,2.3802,
mp-17048,Rb2WS4,1.9936,
mp-1705,Sb2O5,0.5057,
mp-17054,Cs3TaS4,2.9443,
mp-17056,LiZnPO4,4.2851,
mp-17057,Sr2SnSe3F2,1.447899999999999,
mp-17059,K3Nb3Si2O13,2.222699999999999,
mp-17060,NaAlSe2,2.7291,
mp-17062,Dy2Si2O7,4.9489,
mp-17063,BaLaCuTe3,0.8131,
mp-17065,Ho2SiO5,4.702,
mp-17066,Y2TeO6,3.0718,
mp-1707,BaN6,3.8146,
mp-17071,Rb2CrO4,3.1436,
mp-17088,KBaPS4,2.3898,
mp-17090,SrTlPS4,2.0933,
mp-17095,CsCuSe4,1.1049,
mp-17100,In2P2O7,3.6658,
mp-17101,CaNb2O6,,3.94
mp-17103,Sr3Ta6(Si2O13)2,3.085499999999999,
mp-17107,SrCoP2O7,3.034799999999999,
mp-17112,K3Ge4Au,0.8175999999999991,
mp-17114,Nd2Sn2O7,2.6738,
mp-17120,Cs6K3AlSb4,0.6537000000000001,
mp-17123,Si2Os,0.6496999999999991,
mp-17125,CsNa3Li12(GeO4)4,3.9307,
mp-17129,Sr3(AlN2)2,1.9055,
mp-17133,Ba3(AlN2)2,1.566199999999999,
mp-17138,KMoPO6,2.5431,
mp-1714,FeSi2,,0.88
mp-17142,NaCrP2O7,2.7876000000000003,
mp-17143,BaGd2O4,2.8146,
mp-17146,K2S5,1.929899999999999,
mp-17148,Na3GaSe3,2.0844,
mp-17149,Sr3ErRhO6,2.192,
mp-17153,Ba(TbTe2)2,1.2848,
mp-17154,Rb3SbS4,2.022799999999999,
mp-17155,La3AgSnSe7,1.300499999999999,
mp-17159,Li2CrO4,2.9665,
mp-1716,Rh2O3,,1.2
mp-17160,DyPtF7,2.3154,
mp-17161,K6CdO4,1.5819,
mp-17164,NaNbGeO5,3.0795999999999992,
mp-17165,Cs2NaCr(CN)6,1.8425,
mp-17166,K2B4O7,4.821,
mp-17167,Be3Cd4Si3TeO12,3.125,
mp-17170,HoCu(WO4)2,1.1338,
mp-17172,Tl2TeS3,,1.6
mp-17177,Nb2ZnO6,3.2845,
mp-17183,Na2BeSiO4,4.5475,
mp-17186,Ca3AlAs3,0.7300999999999991,
mp-17187,K3Nd(PO4)2,4.9309,
mp-17192,YCu(WO4)2,1.1679,
mp-17194,ErCu(WO4)2,1.087899999999999,
mp-17196,TiAs2O7,2.7625,
mp-17201,Er2WO6,3.6554,
mp-17207,Tl4GeS4,1.9011,
mp-17208,K2Li14Zr3O14,4.356,
mp-1721,CsC10,0.771,
mp-17213,Cs4SnO4,2.4607,
mp-17217,Tl3GeTe3,0.7147,
mp-17220,Rb3TaS4,2.8992999999999998,
mp-17223,Cr4Co3(PO4)6,2.2862,
mp-17228,K2Ni3S4,0.7685999999999991,
mp-17240,RbNa3Li12(SiO4)4,4.8031,
mp-17243,Pr3CuSnSe7,1.216899999999999,
mp-17244,Ba2ZnGe2S6O,2.1081,
mp-17245,Na3TaF8,4.8651,
mp-17250,K3SbO3,3.2348,
mp-17254,TlGaSe2,,1.88
mp-17258,Fe4Ni3(PO4)6,1.4701,
mp-17259,NaSrCrF6,2.0585,
mp-17264,BaVAsO6,2.6697,
mp-17268,Lu2Cu(B2O5)2,0.6675,
mp-17271,Sm4FeSe6O,1.8356,
mp-17272,NbCuO3,0.959,2.0
mp-17273,Ba(HoTe2)2,0.785,
mp-17282,SrTh2Se5,1.48,
mp-17283,K3NbSe4,1.8918,
mp-17288,Li2ZnSiO4,4.022,
mp-17290,LiSbWO6,2.3233,
mp-17291,Na3SiTe3,1.9397,
mp-17298,SrTi4(PO4)6,2.7819000000000003,
mp-17306,KMo3(PO7)2,2.1257,
mp-17307,K2Hg3(GeSe4)2,1.2695,
mp-17308,Tb2Si2O7,4.9475,
mp-17314,LiMo3P3O16,1.683999999999999,
mp-17315,Zr3Tl2OF12,4.2570000000000014,
mp-17323,TbCu(BO2)5,0.7428,
mp-17324,ZrSnS3,0.9944,
mp-17335,ErAg(WO4)2,3.1912,
mp-17337,RbAsOF4,3.7404,
mp-17339,Ba5Ho8Mn4O21,2.0623,
mp-17341,Ba3MnSb2O9,1.5103,
mp-17344,RbEr2Cu3S5,1.491,
mp-17349,Na3In2(PO4)3,3.226,
mp-1735,BaC2,1.616,
mp-17350,La2TeO6,2.962399999999999,
mp-17355,Sr3GdRhO6,1.9628,
mp-17357,NaSmSiO4,4.2786,
mp-17360,Ni2Te3O8,,3.84
mp-17361,Cs2WS4,2.1616,
mp-17362,Rb3NiF7,0.8613000000000001,
mp-17363,BaHo2O4,3.2256,
mp-17366,Ho2SiSO4,2.6279,
mp-17375,K2Na3TlO4,1.5642,
mp-17377,KNb(PO4)2,3.1705,
mp-17380,Ba2Ca(PdO2)3,1.4866,
mp-17382,Rb2Si3SnO9,3.8147,
mp-17385,Rb2Cr2O7,2.765,
mp-17387,LiVAsO5,1.6489,
mp-17389,Pr3SiAgSe7,1.4423,
mp-17392,Sr2ZnGe2O7,3.1157999999999992,
mp-17394,NaYGeO4,3.647,
mp-17395,TmCu(BO2)5,0.5997,
mp-17400,Ba2TaN3,2.0155,
mp-17401,Rb3Sn4Au,0.581299999999999,
mp-17407,Au3F8,0.5426,
mp-17410,CsEr3Se5,1.6727999999999992,
mp-17412,BaPr2O4,3.0759,
mp-17418,SmSnF7,4.9698,
mp-17426,Er2WO6,3.7911,
mp-17427,AgMo3(PO7)2,1.9584,
mp-17433,NaSr4(SbO4)3,2.3127,
mp-17436,TlFeC3NO4,2.652999999999999,
mp-17441,Mg2GeS4,2.58,
mp-17445,RbBaMnO4,1.8112,
mp-17446,PrPtF7,2.4352,
mp-17447,Sr10P6SO24,3.543899999999999,
mp-1745,Sm2O3,3.7443,
mp-17450,Cs3NiF7,0.873499999999999,
mp-17455,K7Ta(SO4)6,3.6742,
mp-17458,V2Zn2O7,2.5529,
mp-17464,SrGeO3,,3.185
mp-17468,SrZrSi2O7,4.7096,
mp-1747,K2Te,,1.9
mp-17470,Ba3(SnAs2)2,0.851499999999999,
mp-17473,Na2Al2As3,1.5317999999999992,
mp-17475,TmCu(WO4)2,1.1147,
mp-17477,AlFePO5,0.5231,
mp-17479,NaVP2O7,2.1288,
mp-17481,Mg4Ta2O9,,2.8
mp-17486,Ho3CuSiS7,1.822499999999999,
mp-17487,NaErGeO4,3.618299999999999,
mp-17490,Rb5SiAs3,0.7647,
mp-17493,Be3Cd4Si3SO12,0.9984,
mp-17499,K7Nb(SO4)6,2.8444000000000003,
mp-17500,GdPtF7,2.3121,
mp-17501,Ba(ScTe2)2,0.5092999999999991,
mp-17502,SrVPO6,2.4421,
mp-17504,Sr3(GeAs2)2,0.8754999999999991,
mp-17507,NaVAsO5,1.5064000000000002,
mp-17508,K2Nb4Fe2O13,1.8139999999999992,
mp-17510,LiGa(WO4)2,3.4505999999999992,
mp-17512,Zn(AuF4)2,1.7174,
mp-17513,Ba4Tb2Cd3S10,1.9183999999999992,
mp-17516,Ca10P6SeO24,3.747499999999999,
mp-17518,Sr2TaN3,2.465999999999999,
mp-17520,Ba2CrO4,1.9086999999999992,
mp-17522,K4Rb2Co2O5,1.0943,
mp-17523,NaCrF4,3.2336,
mp-17524,GeAs2,0.719599999999999,1.06
mp-17538,K3SbSe3,2.3079,
mp-17539,KAsOF4,3.7394,
mp-17540,Sr2Co(SeO3)3,2.9627,
mp-17541,KSrVO4,3.8583,
mp-17542,TlMoPO6,2.8562000000000003,
mp-17544,Ca(CoO2)2,1.6139,
mp-17545,V2Zn3O8,2.7049000000000003,
mp-17546,Cs2RuO4,0.585599999999999,
mp-17551,SrNiP2O7,3.740199999999999,
mp-17552,CaSiO3,4.7336,
mp-17559,Y2TiO5,3.279299999999999,
mp-17560,Na2UO4,2.0747,
mp-17561,MnNb2Zn2O8,2.0203,
mp-17562,Sr3Sc(BO3)3,4.626,
mp-17566,Ba5P4,0.9365,
mp-17569,SmPtF7,2.3817,
mp-17577,Ca6MnN5,0.732399999999999,
mp-17586,CdS2O7,4.2148,
mp-17591,Sm2MoO6,2.2312,
mp-17597,Ca(ScS2)2,1.286299999999998,
mp-17599,CaCu3(GeO3)4,0.7027999999999991,
mp-17612,Ba2SiO4,,4.2605
mp-17617,K2Ti(Si2O5)3,3.456399999999999,
mp-17620,TmBO3,2.3645,
mp-17621,CsReO4,4.2585,
mp-17630,LuCu(WO4)2,1.096499999999999,
mp-17633,Er2SiSeO4,2.5586,
mp-17636,K3Na(WO4)2,4.7838,
mp-17637,USO6,1.9501,
mp-17638,Rb3SbSe4,1.444799999999999,
mp-17642,RbUCrO6,1.5963,
mp-17649,TlSnF7,1.8333,
mp-17650,KGaS2,2.9211,
mp-17651,HoPtF7,2.3045,
mp-17660,SrPrCuSe3,1.0231,
mp-17662,Lu2PdO4,0.5717999999999991,
mp-17664,LiNi2P3O10,4.016400000000001,
mp-17667,Sr3AlSb3,0.5371,
mp-1767,Tm2O3,,4.53
mp-17676,Sr2SnS3F2,2.0801,
mp-17677,Nb9PO25,2.1092,
mp-17678,Sr(ScS2)2,1.356999999999999,
mp-17679,RbNb(PO4)2,3.1584,
mp-17685,Li3GaGeO5,3.493299999999999,
mp-17688,CsGaTe2,1.2835,
mp-17691,Cu3SbS3,,1.87
mp-17693,SrCdP2O7,3.9048,
mp-17694,Ca5Al6O14,4.441899999999999,
mp-17696,Ba2VN3,1.3876,
mp-17698,K6CdTe4,,2.51
mp-17699,Er2Cu(B2O5)2,0.6619,
mp-17700,SnWO4,,1.9
mp-17701,Sr2NbN3,2.2935,
mp-17704,Tm2SiO5,4.6073,
mp-17707,Cs3Na2SnP3,1.027,
mp-17708,Ge3Sb2O9,3.0481,
mp-17709,Na2ZnSiO4,3.1365,
mp-1771,NO2,2.7046,
mp-17715,SrTa2O6,,4.49
mp-17718,CsKNa2Li12(SiO4)4,4.872199999999999,
mp-17719,La3SiAgS7,1.9663,
mp-17722,PrTaO4,3.579399999999999,
mp-17729,PrTl(MoO4)2,3.5864000000000003,
mp-17730,K2SnO3,2.1547,
mp-17733,Cs4Ni3F10,4.181599999999999,
mp-17736,BaLu2CoO5,1.309199999999999,
mp-17741,Sm2ReO5,0.815299999999999,
mp-17743,Sr3Sn2O7,2.1652,
mp-17747,Y3CuSnS7,1.488799999999999,
mp-17749,V2HgO6,2.014299999999999,
mp-1774919,CaSbF5,3.149899999999999,
mp-17750,Pr2SiTeO4,2.084399999999999,
mp-17754,Li2MnF6,2.7159999999999997,
mp-17756,RbAg2SbS4,,2.3
mp-17759,CrCdO4,2.4928,
mp-1776,UN2,0.6927000000000001,
mp-17761,CaGeO3,,2.0300000000000002
mp-17765,Ta2ZnO6,3.0662,
mp-17766,MnSiO3,2.875499999999999,
mp-17771,NaMg4(AsO4)3,3.197899999999999,
mp-17774,K2Li3GaO4,3.5967,
mp-17777,Sr5As3O12F,3.9029,
mp-17784,CaTiGeO5,2.9495999999999998,
mp-17785,KNa2GaO3,2.5055,
mp-17786,Ba(SmTe2)2,0.7957000000000001,
mp-17791,Cd4SiSe6,0.8215999999999991,
mp-17792,K2Hg3(GeS4)2,1.552099999999999,2.64
mp-17799,KCdC3(NO)3,4.1641,
mp-17803,Nb2Tl4S11,1.2121,1.8
mp-17805,Ba2SnSe3F2,2.0002,
mp-1780502,VO2,1.1092,
mp-17807,LiUNbO6,1.8096,
mp-17808,Nb2Zn4O9,2.5331,
mp-17811,Cs3SbSe4,1.3871,
mp-17812,Sm2SiTeO4,1.8579999999999992,
mp-17816,Na5AsO5,1.6832999999999991,
mp-17817,Ca3(GeP2)2,0.9508,
mp-17822,Dy2MoO6,2.166,
mp-17823,Tl3B3S10,1.8863,
mp-17825,Sr2SiO4,4.3789,
mp-17827,Nd3SiAgSe7,1.4465,
mp-17829,Sr3SmRhO6,2.0124,
mp-17830,Rb3Ge4Au,0.9115,
mp-17831,VCrO4,2.310499999999999,
mp-17834,La2SiSeO4,2.2089,
mp-17835,Sn2Sb2S5,,1.47
mp-17836,BaNd2BeO5,3.875499999999999,
mp-17839,K3Na(SeO4)2,3.5721,
mp-17841,Mg4Nb2O9,3.4212,
mp-17844,SnWO4,3.8482,2.68
mp-1784691,Zn2MoWO6,1.6835,
mp-1784837,MgCr2F12,1.3303999999999991,
mp-17850,K3NaTh2O6,3.6675,
mp-17853,YGaO3,2.9043,
mp-17854,LiInGeO4,2.4008000000000003,
mp-17857,Ta9VO25,2.5765,
mp-1785896,ZnCr2F12,1.303799999999999,
mp-1786164,SnF4,2.4711,
mp-17862,Ag3Ge5P6,0.5388000000000001,
mp-17863,Mn2Si(P2O7)2,4.120100000000001,
mp-17868,NaAsO3,2.8628,
mp-17872,Ba(YTe2)2,1.293499999999999,
mp-17874,Sm2Cu(SeO3)4,0.52,
mp-17875,Ca6GaN5,0.8130000000000001,
mp-17876,NaMnAsO4,2.0178,
mp-1788,As2O5,1.426,
mp-17881,SrFeP2O7,4.2064,
mp-17885,Ba2Ge2Te5,0.6240999999999991,
mp-17886,K2Al2Sb3,1.337599999999999,
mp-17887,SnP2O7,3.321799999999999,
mp-17891,NaYSiO4,4.2796,
mp-17892,Ca2VN3,1.651199999999999,
mp-17894,Rb3Sm(PS4)2,2.1861,
mp-1789447,Ca(NiO2)2,0.6595999999999991,
mp-17899,Mn3V2O8,1.8537999999999992,
mp-17901,MnSe2O5,2.0513999999999992,
mp-17904,Nd2TiO5,,3.0
mp-17905,Cs2Hg6S7,,1.63
mp-17908,Ba2TiS4,2.096799999999999,
mp-17911,Ba2ZnO3,2.6704,
mp-17912,Rb3SbSe3,1.9999999999999991,
mp-17913,Tb2SiSeO4,2.5839,
mp-17914,CaGa4O7,2.5387,
mp-17916,Y3CuGeSe7,1.118,
mp-17918,Ba2SnS3F2,2.4412000000000003,
mp-17921,NbSeOF7,4.5144,
mp-17924,ZnP2PbO7,4.224600000000001,
mp-17927,Ba(DyTe2)2,1.2938,
mp-17928,Ba(ErTe2)2,1.310799999999999,
mp-17929,RbHo2Cu3S5,1.4733,
mp-17941,Na2B4O7,4.7673000000000005,
mp-17945,RbPSe6,,2.18
mp-17947,BaCu2GeS4,,2.465
mp-17950,Nd2(WO4)3,3.9516,
mp-17951,Cs4Zn3F10,4.6801,
mp-17953,MgNb2O6,,2.19
mp-17956,Ca2UO5,2.1339,
mp-17959,Nd2SiTeO4,1.7878,
mp-17960,BaSm2O4,3.184599999999999,
mp-17964,Na2Ge2Se5,,2.31
mp-17965,KGaTe2,1.5332,
mp-17966,KInP2O7,3.9987,
mp-17967,NaMnPO4,3.061,
mp-17968,Na2CaV4O12,2.9046000000000003,
mp-17972,Zn2Hg2OF6,0.8682000000000001,
mp-17973,Cs3GeF7,4.3869,
mp-17978,Rb5GeP3,0.8487,
mp-17979,BaAl2(SiO4)2,4.7813,
mp-17980,K2MoS4,1.412799999999999,
mp-17982,SmCu(WO4)2,1.4017,
mp-1798334,BiN,0.8331000000000001,
mp-17986,TiTl2O3,2.0959,
mp-17989,K3PS4,2.9158,
mp-17993,Ta2Mn4O9,2.4602,
mp-17998,Ca(RhO2)2,0.823399999999999,
mp-18002,KLi3GeO4,4.0529,
mp-18003,CsCuS4,1.7757,
mp-18005,NaYTiO4,2.3722,
mp-18006,Rb2Cu2SnS4,,2.08
mp-18008,Ba2HgS3,1.358999999999999,
mp-18010,Ta2Pd3Se8,0.5261,
mp-18012,Na4Co7(PO4)6,2.3694,
mp-18022,P4Pb3O13,4.0793,
mp-1802603,CrWO6,0.902899999999999,
mp-18033,Na2Cu(Si2O5)2,1.1273,
mp-18037,LiNbZnO4,2.9004000000000003,
mp-18038,KBaFeO3,0.5118,
mp-18041,SmTl(WO4)2,2.743999999999999,
mp-18042,SrTb2O4,3.6672,
mp-18043,Sr6YSc(BO3)6,4.4887,
mp-18048,LiZnAsO4,3.1119,
mp-18049,Ge5P6O25,3.5718,
mp-18050,Li2MoO4,4.1184,
mp-18051,La2TiO5,3.288599999999999,
mp-18057,Nd2WO6,3.7285,
mp-1806,RbO3,0.8986000000000001,
mp-18068,Ag2TeO3,1.627299999999999,
mp-18073,K7TaAs4,1.0407,
mp-18075,Na2TiF6,4.666399999999999,
mp-18079,BaLaCuS3,1.0948,
mp-18084,BaTb2ZnO5,3.050599999999999,
mp-18085,Fe4Co3(PO4)6,1.837,
mp-18086,SrCoAs2O7,2.4789,
mp-18090,Ba3TaAs3O,1.3151,
mp-18096,Na2Co(Si2O5)2,2.6552,
mp-18097,V4Zn3(PO4)6,1.7203,
mp-18099,BaSbF5,4.7525,
mp-18100,Na6Ge2Se7,1.5871,
mp-1810050,Zn(FeO2)2,1.5067,
mp-18101,K2Cd3S4,,2.75
mp-18104,Na2Si2S5,3.599,
mp-18105,CsAgSe4,1.2669,
mp-18111,Ba2LaC3O9F,3.9314,
mp-18112,Sr2Ge2Se5,1.369799999999999,
mp-18115,K2Sn2Hg3S8,1.7526000000000002,
mp-18126,Tb3CuSnSe7,1.0182,
mp-18129,La2ZnGa2S6O,2.5848,
mp-18130,Nd2Si2O7,4.7764,
mp-18132,K4SnSe4,1.9882,
mp-18136,UTl4C3O11,1.8800999999999992,
mp-18137,TaVO5,2.171999999999999,
mp-18138,K2WSe4,1.319,
mp-18139,Na5SiAs3,1.1475,
mp-18147,LiGaSiO4,4.2293,
mp-18148,K3TaS4,2.8164,
mp-18150,K3Lu(PO4)2,4.9407,
mp-18151,Rb2Na4Co2O5,1.3561,
mp-18156,KBaPSe4,1.3932,
mp-18160,Cs2SrV4O12,2.6812,
mp-18163,Cd4GeSe6,0.7557,
mp-18164,Tb3S3N,1.409399999999999,
mp-18165,Na3GaS3,2.7699,
mp-18168,TlZnPO4,3.8996,
mp-18177,Ba3NbAs3O,1.255,
mp-18179,Cd4SiS6,,2.5
mp-18182,CsNa3TiO4,3.4808,
mp-18183,YSnF7,4.8779,
mp-1819,SbO2,2.028799999999999,
mp-18195,Lu2SiO5,4.567500000000001,
mp-18196,Ba(TmTe2)2,1.3203,
mp-18197,Na2BeGeO4,3.7058,
mp-18199,Sr3TaAs3O,1.495099999999999,
mp-18203,KGe2(PO4)3,3.6226,
mp-1821,WSe2,,1.565
mp-18212,Na2CoP2O7,3.059799999999999,
mp-18215,SrFe3(P2O7)2,4.004300000000001,
mp-18216,BaCa2(SiO3)3,4.5847,
mp-18217,K3AlSe3,2.7325,
mp-18219,Dy2SiSeO4,2.5743,
mp-18224,Rb6Ge2O7,2.8402000000000003,
mp-18229,CaTa2O6,3.473899999999999,
mp-18233,Na5VO5,2.281399999999999,
mp-18243,K2Si3SnO9,3.8295,
mp-18244,K6MnS4,1.2969,
mp-18245,NaCoPO4,2.2004,
mp-18246,K6MnTe4,1.4227,
mp-18247,Sr3ScRhO6,2.258099999999999,
mp-18251,K2MnV2O7,2.41,
mp-18252,SrNi2(PO4)2,3.7853,
mp-18253,SrGa4O7,2.434599999999999,
mp-18258,BaTb2O4,3.2062,
mp-18259,Ho2Cu(B2O5)2,0.6646000000000001,
mp-18262,HoAgS2,2.0621,
mp-18267,La2Cu(SeO3)4,0.6129,
mp-18269,FeSiO3,1.452199999999999,
mp-18271,Na5Ti2Si2PO13,2.5298,
mp-1827335,Ca(FeO2)2,1.4754,
mp-18274,Ba4LiNb3O12,2.579799999999999,
mp-18281,Ti2Ni(PO5)2,3.042,
mp-18288,Ti(SnO2)2,1.077499999999999,
mp-18291,BaSbTe3,0.620699999999999,
mp-1829192,MgMnF5,1.755199999999999,
mp-18292,La4MnS6O,2.3212,
mp-18296,Ba5Dy8Zn4O21,3.3654,
mp-18297,Ba3(GaN2)2,1.7048,
mp-18301,RbMnO4,2.137099999999999,
mp-18303,Nd3CuSnSe7,1.1932,
mp-18305,Rb3AsSe4,1.3144,
mp-18308,CaZn2(PO4)2,3.787199999999999,
mp-18309,Ba2CdS3,2.0892,
mp-18311,BaTeW2O9,3.4154,
mp-1831269,SbF5,3.6256,
mp-18313,SrSiO3,4.3766,
mp-18315,Cs6Si2O7,3.162099999999999,
mp-18317,Na5SnP3,1.3674,
mp-18318,Tm2Si2O7,4.9405,
mp-18320,Mn4Be3Si3TeO12,3.1768,
mp-18321,Hg2Te2O7,1.5682,
mp-18327,Ba2Tl2O5,0.6503999999999991,
mp-18329,CsMgPO4,4.4168,
mp-18331,GdCrO3,,3.2
mp-18332,Lu2ZnS4,2.3855999999999997,
mp-18334,NaHoGeO4,3.6138,
mp-18335,Ba2Ge2Se5,1.4401000000000002,
mp-18337,Be3N2,,3.8
mp-18340,Tb2MoO6,2.2016,
mp-18341,ErPtF7,2.2785,
mp-18344,Ta2Tl4S11,1.523299999999999,1.26
mp-18347,KAlTe2,2.2355,
mp-18348,KGaP2O7,4.4609,
mp-18351,Sr3(GeP2)2,1.0635,
mp-18352,HfTe3O8,3.8945,
mp-18353,Cs2Mo3SeO12,2.4983,
mp-1835930,CaV2O4,1.5513,
mp-18361,K7NbAs4,1.1294,
mp-18365,RbCuSe4,1.0105,
mp-18369,Ta2MnZn2O8,1.8718,
mp-18371,Cs2W3SeO12,3.2939,
mp-18373,ZnSe2O5,3.0515,
mp-18376,KHgC3(NO)3,3.2968,
mp-18377,ZnS,2.0462,
mp-18378,K3AlTe3,2.2172,
mp-18383,K3NbS4,2.4051,
mp-18387,KCrP2O7,2.875499999999999,
mp-18388,Ga7Te10,0.5754,
mp-18391,Sm2Si2O7,4.9072,
mp-18396,RbFeP2O7,2.5011,
mp-18398,CsV3(TeO6)2,2.3111,
mp-1840,TiO2,2.2862,
mp-18401,NaAl6Fe3Si6B3O30F,2.5620000000000003,
mp-18407,BaSiO3,2.1249,
mp-18408,Rb3MnF7,1.6645999999999992,
mp-18411,Na3GeSe3,1.8880999999999992,
mp-18414,BaLa2BeO5,3.887,
mp-18421,Ba2Ga2S5,2.8977,
mp-18422,RbLiZn2O3,2.0623,
mp-18429,KAg(NO3)2,2.4768,
mp-18433,NdTaO4,3.6123,
mp-18435,NaMoP2O7,3.2076,
mp-18436,RbVP2O7,1.9638,
mp-18439,Ba3AlSb3,0.555099999999999,
mp-18440,Rb7NbAs4,0.767899999999999,
mp-18447,K3Na2SnAs3,0.94,
mp-18449,K2ZrO3,,4.18
mp-18455,NaFeF4,2.953999999999999,
mp-18456,LaCrO4,1.0853,
mp-18460,K2Si6GeO15,4.399699999999999,
mp-18463,RbZnPO4,3.7149,
mp-18464,Rb4GeO4,2.8624,
mp-18466,Nd2SiSeO4,2.6009,
mp-18471,Sr2UO5,2.1693,
mp-18473,RbLa(MoO4)2,3.8742,
mp-18479,Nd2WO6,3.1691,
mp-18480,Na3Ca2TaO6,4.2075,
mp-18481,K6MnSe4,1.232,
mp-18483,Rb6Si2O7,3.139,
mp-18487,KVTeO5,3.378,
mp-18492,Na2Zr(MoO4)3,2.7872,
mp-18494,Nd2MoO6,2.6647,
mp-18496,CsMoP2O7,3.822199999999999,
mp-18497,KMoP2O7,4.0042,
mp-18498,Sr3YRhO6,2.1512,
mp-18501,Ba(AgTe)2,0.673299999999999,
mp-18502,BaSi3SnO9,3.7306,
mp-18504,Ca3(GeAs2)2,0.727699999999999,
mp-18505,CsHo3Te5,0.843399999999999,
mp-18510,Sr2SiO4,4.4605,
mp-1851458,CaBiMoO5,1.6711,
mp-18518,Rb2NaMn3F12,1.8271,
mp-18520,BaVPO6,2.469,
mp-18525,TbMn2O5,1.1663,
mp-18527,CsMoPO6,2.8603,
mp-18529,Tm2S3,2.3929,
mp-1853,Sr3P14,1.8291,
mp-18531,K2Cd3Te4,,2.26
mp-18532,HoPS4,2.173,
mp-18538,TbCu(WO4)2,1.493399999999999,
mp-18540,CsEr2Cu3S5,1.531699999999999,
mp-18542,Nd2SiTeO4,2.0477,
mp-18545,CsV3(SeO6)2,2.3398,
mp-18547,NaGdGeO4,3.3011,
