mpids,formula,bg_mp,bg_exp,num_elements,source
mp-5909,Zn2GeO4,2.2752,4.5,3,BandgapDatabase1
mp-1094040,Zn2In2O5,0.571299999999999,2.9,3,BandgapDatabase1
mp-35493,Zn2SnO4,0.8250999999999991,3.6,3,BandgapDatabase1
mp-557920,Zn3(PO4)2,3.4214,3.43,3,BandgapDatabase1
mp-863430,Zn3In2O6,0.656099999999999,3.0,3,BandgapDatabase1
mp-29461,Zn3Mo2O9,3.1649,2.86,3,BandgapDatabase1
mp-9812,ZnCO3,3.5639000000000003,3.34,3,BandgapDatabase1
mp-22909,ZnCl2,4.0533,3.31,2,BandgapDatabase1
mp-1048859,ZnCr2O4,1.315,3.35,3,BandgapDatabase1
mp-756297,ZnIn2O4,1.179099999999999,1.23,3,BandgapDatabase1
mp-1095420,ZnMoO4,2.300799999999999,3.62,3,BandgapDatabase1
mp-2133,ZnO,0.7227,3.33,2,BandgapDatabase1
mp-8484,ZnO2,2.1576,3.6,2,BandgapDatabase1
mp-11025,ZnP2,1.4617,1.75,2,BandgapDatabase1
mp-3342,ZnPS3,1.98,2.6,3,BandgapDatabase1
mp-554820,ZnS,2.0195,3.65,2,BandgapDatabase1
mp-1190,ZnSe,1.1663,2.7,2,BandgapDatabase1
mp-5338,ZnSeO3,3.9227,2.66,3,BandgapDatabase1
mp-4175,ZnSnP2,0.704299999999999,1.3199999999999998,3,BandgapDatabase1
mp-2176,ZnTe,1.073299999999999,2.26,2,BandgapDatabase1
mp-9921,ZrS3,1.113299999999999,2.07,2,BandgapDatabase1
mp-4820,ZrSiO4,4.1495,4.0,3,BandgapDatabase1
mp-2657,TiO2,1.7719,3.02,2,DS2
mp-32777,WO3,1.2338,2.76,2,DS2
mp-619461,WO3,1.3712,2.73,2,DS2
mp-22443,VInO4,2.9806,2.0,3,DS2
mp-19785,HoFeO3,1.5029,2.07,3,DS2
mp-18966,FeAgO2,1.1606,1.7000000000000002,3,DS2
mp-28144,SiBi2O5,2.9032,3.4,3,DS2
mp-3748,AlCuO2,1.8709,3.87,3,DS2
mp-16882,ZnMoO4,3.5646,3.9,3,DS2
mp-2469,CdS,1.0453,2.14,2,DS2
mp-23506,VBiO4,2.3331,2.49,3,DS2
mp-23423,Bi2MoO6,2.5896,3.1,3,DS2
mp-21459,InAgS2,0.5107,1.91,3,DS2
mp-5238,GaCuS2,0.7026,2.39,3,DS2
mp-559200,Cd(InS2)2,1.463,2.05,3,DS2
mp-581217,Cs2Nb4O11,2.9879,3.7,3,DS2
mp-22410,PbWO4,3.6169,3.7,3,DS2
mp-9595,NbInO4,3.0647,2.5,3,DS2
mp-17844,SnWO4,3.8374,2.68,3,DS2
mp-19313,Zn(FeO2)2,1.6943,1.89,3,DS2
mp-5229,SrTiO3,1.8274,3.21,3,DS2
mp-2998,BaTiO3,1.7252,3.23,3,DS2
mp-5986,BaTiO3,1.8298,3.12,3,DS2
mp-19853,TbFeO3,1.6324,1.98,3,DS2
mp-5449,Na2Ti6O13,2.9374,3.18,3,DS2
mp-1105788,SmCrO3,2.4814,2.66,3,DS2
mp-18751,Mn2ZnO4,0.947,2.12,3,DS2
mp-23356,Bi4B2O9,3.0542,3.02,3,DS2
mp-23357,Sr2Bi2O5,2.2583,2.87,3,DS2
mp-1078295,NaNbO3,3.8678,3.08,3,DS2
mp-552676,LaFeO3,1.0423,2.01,3,DS2
mp-22590,LaFeO3,1.4358,2.1,3,DS2
mp-9890,TaAgO3,1.9511,3.44,3,DS2
mp-5537,NbAgO3,1.7919,2.78,3,DS2
mp-559736,VAgO3,1.6427,1.97,3,DS2
mp-571195,ZnTe,1.0679,2.26,2,DS2
mp-1069538,CsPbI3,2.8567,1.77,3,DS2
mp-5342,GaAgS2,0.9622,1.66,3,DS2
mp-22925,AgI,1.7236,2.22,2,DS2
mp-22894,AgI,1.3955,2.63,2,DS2
mp-3668,CdGeP2,0.6477,1.8,3,DS2
mp-22304,Cd(InSe2)2,1.399,1.82,3,DS2
mp-22914,CuCl,0.8018000000000001,3.17,2,DS2
mp-4280,GaCuO2,0.8312,3.6,3,DS2
mp-830,GaN,1.9046,3.3,2,DS2
mp-19765,In2HgTe4,1.0161,0.86,3,DS2
mp-22323,In2O3,0.9589,3.02,2,DS2
mp-5350,Zn(GaS2)2,2.2765,3.4,3,DS2
mp-22607,Zn(InSe2)2,1.4557,2.0,3,DS2
mp-610517,Ag2S,0.9339,0.85,2,DS2
mp-4431,Ag3AsS3,1.4941,2.133,3,DS2
mp-4515,Ag3SbS3,1.3701,1.93,3,DS2
mp-11794,AgAlO2,0.8588,2.952,3,DS2
mp-641,As2S3,2.1971,2.6,2,DS2
mp-160,B,1.5219,2.0,1,DS2
mp-861618,BaBiBS4,1.94,2.34,4,DS2
mp-5970,BaCu2S2,0.9054,2.1,3,DS2
mp-30200,Bi2O2CO3,1.1016,3.42,4,DS2
mp-557466,BiF3,4.0576,3.94,2,DS2
mp-22987,BiOI,1.4843,1.89,3,DS2
mp-569707,BiSeBr,1.7263000000000002,1.5,3,DS2
mp-5928,CdAl2S4,2.7413,3.577,3,DS2
mp-13949,CdGa2Te4,1.46,1.445,3,DS2
mp-567259,CdI2,2.4036,3.4729,2,DS2
mp-568032,CdIn2Se4,1.6825,1.55,3,DS2
mp-7904,CdP4,0.5257000000000001,1.15,2,DS2
mp-569548,Cs2Au2Br6,0.709,1.6,3,DS2
mp-23484,Cs2Au2Cl6,0.8609,2.04,3,DS2
mp-28453,Cs2Au2I6,0.9509,1.31,3,DS2
mp-624214,Cs3Bi2I9,2.3446,1.8,3,DS2
mp-567629,CsPbBr3,2.0087,2.32,3,DS2
mp-27214,CsSnBr3,2.385,1.75,3,DS2
mp-568570,CsSnI3,0.6097,1.31,3,DS2
mp-977414,Cu2ZnSiS4,1.2823,2.97,4,DS2
mp-569715,CuBiP2Se6,0.6922,1.2,4,DS2
mp-22895,CuI,1.1763,3.118,2,DS2
mp-20072,CuLaO2,2.5664,2.34,3,DS2
mp-4636,CuScO2,2.3167,3.3,3,DS2
mp-1943,GaSe,1.2477,2.103,2,DS2
mp-568346,HfNBr,2.1298,3.1,3,DS2
mp-634,HgS,1.7241,2.03,2,DS2
mp-11131,K2Hg3Ge2S8,2.0282,2.7,4,DS2
mp-7060,LaZnPO,0.653,1.7000000000000002,4,DS2
mp-20310,LiInSe2,1.6262,3.01,3,DS2
mp-2961,MgSiP2,1.3714,2.409,3,DS2
mp-1039,MgTe,2.362,3.49,2,DS2
mp-602,MoTe2,1.1197,1.03,2,DS2
mp-561075,Na2CdSnS4,1.9251,1.52,4,DS2
mp-15724,Na2KSb,0.668,1.0,3,DS2
mp-561303,NaSbP2S6,2.1561,2.25,4,DS2
mp-28077,PbBr2,3.0529,3.98,2,DS2
mp-22893,PbI2,2.3703,2.28,2,DS2
mp-23383,Rb2TeBr6,2.158,2.19,3,DS2
mp-28222,Rb3Sb2Br9,1.9051,2.48,3,DS2
mp-1999,Sb2O3,3.4139,4.0,2,DS2
mp-569224,SbI3,2.2167,2.41,2,DS2
mp-8062,SiC,1.5936,2.4161,2,DS2
mp-7140,SiC,2.3029,3.33,2,DS2
mp-11714,SiC,2.3298,3.2,2,DS2
mp-7631,SiC,2.1121,2.86,2,DS2
mp-561134,Sn2SbS2I3,0.8162,1.5,4,DS2
mp-569152,SnCl2,3.1079,3.8,2,DS2
mp-13900,SrCu2O2,1.816,3.3,3,DS2
mp-5193,SrZrS3,1.7233,1.0,3,DS2
mp-4165,TaON,1.9835,2.4,3,DS2
mp-557,TeO2,2.8956,3.5,2,DS2
mp-22875,TlBr,2.3615,2.66,2,DS2
mp-23167,TlCl,2.5887,3.225,2,DS2
mp-558747,TlTiPS5,1.1772,1.3,4,DS2
mp-4842,ZnAl2S4,2.6027,3.5,3,DS2
mp-1392,ZnP2,0.748,1.42,2,DS2
mp-560588,ZnS,2.0776,3.91,2,DS2
