mpids,formula,bg_mp,bg_exp,num_elements,source
mp-18331,GdCrO3,2.6309,3.2,3,BandgapDatabase1
mp-4875,GdTaO4,3.3217,0.8,3,BandgapDatabase1
mp-22024,GdVO4,2.9685,3.1,3,BandgapDatabase1
mp-1198022,Ge,1.1428,0.7,1,BandgapDatabase1
mp-672289,Ge3N4,2.064,2.595,2,BandgapDatabase1
mp-1078667,GeH4,1.142199999999999,1.51,2,BandgapDatabase1
mp-2242,GeS,1.237599999999999,1.69,2,BandgapDatabase1
mp-572892,GeS2,2.2646,3.71,2,BandgapDatabase1
mp-540625,GeSe2,1.7063,2.03,2,BandgapDatabase1
mp-684704,H2O,4.7589,1.6,2,BandgapDatabase1
mp-28015,H2O2,4.4853,1.75,2,BandgapDatabase1
mp-696805,H2S,4.3246,0.5037,2,BandgapDatabase1
mp-29530,H2WO4,1.4761,2.63,3,BandgapDatabase1
mp-510458,HCN,3.616,0.68,3,BandgapDatabase1
mp-1190216,HCNO,4.6665,3.68,4,BandgapDatabase1
mp-995234,HCO,4.3277,3.26,3,BandgapDatabase1
mp-634101,HCl,2.584699999999999,2.565,2,BandgapDatabase1
mp-1224772,HNO3,3.8657,3.75,3,BandgapDatabase1
mp-776470,Hf3N4,1.2648,0.815,2,BandgapDatabase1
mp-1102429,HfN2,1.188099999999999,1.335,2,BandgapDatabase1
mp-9922,HfS3,1.1326,2.2,2,BandgapDatabase1
mp-23407,Hg(IO3)2,2.6932,2.61,3,BandgapDatabase1
mp-812,Ho2O3,3.9457999999999993,2.84,2,BandgapDatabase1
mp-23153,I,0.9846,1.6,1,BandgapDatabase1
mp-5280,In2Ge2O7,1.7955,4.43,3,BandgapDatabase1
mp-612740,In2Se3,0.9903,1.3250000000000002,2,BandgapDatabase1
mp-510347,In5S5Br,1.1148999999999991,1.55,3,BandgapDatabase1
mp-669311,In7Te10,0.8223,1.75,2,BandgapDatabase1
mp-1223642,InGaP2,0.5607000000000001,1.84,3,BandgapDatabase1
mp-966800,InP,0.527999999999999,1.35,2,BandgapDatabase1
mp-1212067,InSbO4,0.9405999999999992,4.05,3,BandgapDatabase1
mp-22691,InSe,0.6375000000000001,1.39,2,BandgapDatabase1
mp-29234,InTeI,1.7076,2.735,3,BandgapDatabase1
mp-1224229,K10Zn4Sn4S17,2.1377,3.1500000000000004,4,BandgapDatabase1
mp-570887,K2Ag2SnSe4,0.8472000000000001,1.8,4,BandgapDatabase1
mp-1104293,K2AgF4,0.6126,1.8,3,BandgapDatabase1
mp-28800,K2Bi8Se13,0.8361000000000001,0.53,3,BandgapDatabase1
mp-3963,K2CO3,3.649,4.9,3,BandgapDatabase1
mp-27742,K2CdO2,1.3562,3.36,3,BandgapDatabase1
mp-23956,K2MgH4,3.4385,3.46,3,BandgapDatabase1
mp-637680,K2Mo4O13,2.992,1.9,3,BandgapDatabase1
mp-8624,K2Sn2O3,1.3022,2.75,3,BandgapDatabase1
mp-1024073,K2Sn3O7,1.5671,3.325,3,BandgapDatabase1
mp-574040,K2SnBr6,1.6124,1.4049999999999998,3,BandgapDatabase1
mp-1195471,K2Ta4O11,3.3655,4.15,3,BandgapDatabase1
mp-1194282,K2Ti4O9,3.0211,3.4,3,BandgapDatabase1
mp-8065,K2Ti6O13,2.7535,3.45,3,BandgapDatabase1
mp-18449,K2ZrO3,3.6617,4.18,3,BandgapDatabase1
mp-559489,K2ZrSi2O7,4.524699999999999,4.95,4,BandgapDatabase1
mp-557543,K3LuSi2O7,3.6132,5.0,4,BandgapDatabase1
mp-1194610,K4Mg(WO4)3,4.6083,4.405,4,BandgapDatabase1
mp-15148,K4Nb2S11,1.4656,1.96,3,BandgapDatabase1
mp-560692,K4Nb6O17,2.6581,3.2,3,BandgapDatabase1
mp-18664,K4Ta2S11,1.7377999999999991,2.385,3,BandgapDatabase1
mp-6812,KBaPO4,4.950299999999999,4.35,4,BandgapDatabase1
mp-1223463,KCNO,4.689599999999999,3.26,4,BandgapDatabase1
mp-557195,KCa2Nb3O10,2.1761,3.44,4,BandgapDatabase1
mp-2423265,KCoO2,1.3214,1.0,3,BandgapDatabase1
mp-1192531,KCu2SbS3,0.9539,1.53,4,BandgapDatabase1
mp-1211763,KGdTiO4,2.1484,3.04,4,BandgapDatabase1
mp-568379,KInSnSe4,1.7413,1.8,4,BandgapDatabase1
mp-540962,KLa(PO3)4,4.8558,4.905,4,BandgapDatabase1
mp-1191101,KMgBO3,4.6163,3.742,4,BandgapDatabase1
mp-23737,KMgH3,2.458,2.59,3,BandgapDatabase1
mp-1205353,KMnF3,2.4058,3.04,3,BandgapDatabase1
mp-19046,KMnO4,2.081099999999999,1.04,3,BandgapDatabase1
mp-8755,KNaTe,1.9491,2.12,3,BandgapDatabase1
mp-1195772,KNb2PSe10,0.817299999999999,1.15,4,BandgapDatabase1
mp-27998,KNb3O8,2.4752,4.1,3,BandgapDatabase1
mp-607267,KPb2Cl5,3.6551,4.0,3,BandgapDatabase1
mp-15559,KSb5S8,1.591599999999999,1.745,3,BandgapDatabase1
mp-547792,KSbO3,2.6808,4.76,3,BandgapDatabase1
mp-5878,KZnF3,3.6954,4.3805,3,BandgapDatabase1
mp-638261,La2GeO5,4.021000000000001,4.873,3,BandgapDatabase1
mp-6457,La2MgTiO6,3.064,4.66,4,BandgapDatabase1
mp-1223253,La2MnNiO6,1.580499999999999,1.133,4,BandgapDatabase1
mp-1105399,La2MoO5,0.5206000000000001,0.55,3,BandgapDatabase1
mp-560340,La2Pd2O5,1.179,1.342,3,BandgapDatabase1
mp-32798,La2Se3,1.58,1.97,2,BandgapDatabase1
mp-4547,La2TeO2,2.028699999999999,2.5,3,BandgapDatabase1
mp-555253,La5Ti2AgS5O7,1.5072,2.05,5,BandgapDatabase1
mp-559474,La5Ti2CuS5O7,1.2107,1.9,5,BandgapDatabase1
mp-1080060,LaAlO3,3.7121,5.0,3,BandgapDatabase1
mp-8216,LaBO3,4.500700000000001,1.67,3,BandgapDatabase1
mp-1211317,LaBWO6,3.8287,4.1,4,BandgapDatabase1
mp-28572,LaBr2,0.5885,1.0,2,BandgapDatabase1
mp-23263,LaBr3,2.9266,3.75,2,BandgapDatabase1
mp-1288145,LaCoO3,0.9497,2.1,3,BandgapDatabase1
mp-19281,LaCrO3,2.3706,1.33,3,BandgapDatabase1
mp-1078634,LaFeO3,1.950899999999999,2.1,3,BandgapDatabase1
mp-1212633,LaGaGe2O7,3.1959,3.3,4,BandgapDatabase1
mp-697905,LaMg2NiH7,0.9506,0.821,4,BandgapDatabase1
mp-1180700,LaMnO3,1.1014,1.7,3,BandgapDatabase1
mp-567290,LaN,1.1169,0.6,2,BandgapDatabase1
mp-14485,LaTa7O19,3.1119,4.14,3,BandgapDatabase1
mp-19162,LaVO4,2.8563,2.69,3,BandgapDatabase1
mp-989524,LaWN3,1.2096,1.5405,3,BandgapDatabase1
mp-1200447,LaYS3,0.7897999999999991,1.9,3,BandgapDatabase1
mp-7611,Li2CaGeO4,4.1135,2.4,4,BandgapDatabase1
mp-1193501,Li2Fe(SO4)2,4.2848,5.0,4,BandgapDatabase1
mp-18968,Li2FeSiO4,3.123599999999999,3.15,4,BandgapDatabase1
mp-2724101,Li2HfO3,4.0573,0.5,3,BandgapDatabase1
mp-18988,Li2MnO3,1.368399999999999,1.89,3,BandgapDatabase1
mp-559240,Li2MnSiO4,2.176599999999999,3.0,4,BandgapDatabase1
mp-1153,Li2S,3.3862,3.3595,2,BandgapDatabase1
mp-1190364,Li2SnS3,1.419099999999999,2.14,3,BandgapDatabase1
mp-1095291,Li2SnSe3,1.479699999999999,1.95,3,BandgapDatabase1
mp-2931,Li2TiO3,3.0338,3.3,3,BandgapDatabase1
mp-27130,Li2W2O7,3.7425,4.35,3,BandgapDatabase1
mp-4156,Li2ZrO3,3.7336,4.74,3,BandgapDatabase1
mp-13944,Li3AlN2,3.162099999999999,4.4,3,BandgapDatabase1
mp-684504,Li3Bi2(PO4)3,4.0294,3.5,4,BandgapDatabase1
mp-2251,Li3N,0.984,1.115,2,BandgapDatabase1
mp-31488,Li3NbO4,3.8385,4.0,3,BandgapDatabase1
mp-6565,Li3Sc2(PO4)3,4.7568,4.681,4,BandgapDatabase1
mp-6396,Li3V2(PO4)3,1.8718999999999992,2.725,4,BandgapDatabase1
mp-19219,Li3VO4,4.0337,3.9,3,BandgapDatabase1
mp-9172,Li4TiO4,4.5573,4.64,3,BandgapDatabase1
mp-19511,Li5FeO4,3.0845,4.0,3,BandgapDatabase1
mp-686208,Li5SiN3,2.159999999999999,2.51,3,BandgapDatabase1
mp-985591,Li6PS5Br,2.1394,2.12,4,BandgapDatabase1
mp-985592,Li6PS5Cl,2.2955,3.1,4,BandgapDatabase1
mp-27767,Li6Si2O7,4.995699999999999,4.94,3,BandgapDatabase1
mp-1222860,Li7Mn(BO3)3,3.5681000000000003,5.0,4,BandgapDatabase1
mp-641703,Li7P3S11,2.4883,3.065,3,BandgapDatabase1
mp-4604,Li7VN4,3.035199999999999,1.4,3,BandgapDatabase1
mp-28549,Li8SiO6,4.4509,4.745,3,BandgapDatabase1
mp-755225,Li8ZrO6,4.7984,4.74,3,BandgapDatabase1
mp-27653,LiAlH4,4.7457,4.67,3,BandgapDatabase1
mp-1095289,LiCaAs,1.073299999999999,1.57,3,BandgapDatabase1
mp-569501,LiCaBi,0.5790000000000001,0.6,3,BandgapDatabase1
mp-16264,LiCaSb,0.6443000000000001,0.89,3,BandgapDatabase1
mp-22526,LiCoO2,0.6623,2.7,3,BandgapDatabase1
mp-758022,LiCoPO4,3.2415,3.4,4,BandgapDatabase1
mp-1407369,LiCuS,1.5952000000000002,2.0,3,BandgapDatabase1
mp-21735,LiFe5O8,1.3685,1.765,3,BandgapDatabase1
mp-777049,LiFeBO3,3.1615,3.4,4,BandgapDatabase1
mp-19017,LiFePO4,3.922399999999999,3.75,4,BandgapDatabase1
mp-943492,LiFeSO4F,1.3691,2.83,5,BandgapDatabase1
mp-758562,LiFeSiO4,2.9822,2.9,4,BandgapDatabase1
mp-3647,LiGaS2,2.9608,3.635,3,BandgapDatabase1
mp-11582,LiGaSe2,2.0656,3.34,3,BandgapDatabase1
mp-23384,LiIO3,3.7886,4.1850000000000005,3,BandgapDatabase1
mp-8491,LiInP2O7,3.9726,4.6,4,BandgapDatabase1
mp-36111,LiMgP,1.7113,2.43,3,BandgapDatabase1
mp-1207082,LiMgSb,1.4438,1.875,3,BandgapDatabase1
mp-1176656,LiMn2O4,1.052299999999999,1.43,3,BandgapDatabase1
mp-19131,LiMnBO3,2.563599999999999,3.05,4,BandgapDatabase1
mp-18997,LiMnPO4,3.411499999999999,2.0,4,BandgapDatabase1
mp-2659,LiN3,3.6364,3.4,2,BandgapDatabase1
mp-3368,LiNb3O8,3.017,3.9,3,BandgapDatabase1
mp-3924,LiNbO2,1.579499999999999,3.16,3,BandgapDatabase1
mp-570363,LiSi,1.3839,0.755,2,BandgapDatabase1
mp-755231,LiTeO3,2.1534,2.0,3,BandgapDatabase1
mp-1222368,LiVMoO6,2.7403,2.505,4,BandgapDatabase1
mp-25423,LiVPO4F,1.6248,1.75,5,BandgapDatabase1
mp-644492,LuNbO4,3.3974,4.207000000000001,3,BandgapDatabase1
mp-23709,Mg(AlH4)2,4.3638,2.9,3,BandgapDatabase1
mp-23804,Mg2FeH6,1.913999999999999,1.875,3,BandgapDatabase1
mp-697331,Mg2NiH4,1.571899999999999,1.6,3,BandgapDatabase1
mp-757031,Mg2TiO4,3.4044,3.55,3,BandgapDatabase1
mp-1990,Mg3As2,1.6654,1.865,2,BandgapDatabase1
mp-19034,Mg3V2O8,3.336299999999999,3.02,3,BandgapDatabase1
mp-17481,Mg4Ta2O9,4.2018,2.8,3,BandgapDatabase1
mp-19202,MgCr2O4,3.139,0.693,3,BandgapDatabase1
mp-1016200,MgGeAs2,0.5541,1.95,3,BandgapDatabase1
mp-7798,MgGeN2,2.6358,3.2,3,BandgapDatabase1
mp-34903,MgGeP2,1.4962,1.92,3,BandgapDatabase1
mp-17953,MgNb2O6,3.456699999999999,2.19,3,BandgapDatabase1
mp-1315,MgS,2.7574,0.658,2,BandgapDatabase1
mp-1018040,MgSe,2.5765,4.1,2,BandgapDatabase1
mp-3771,MgTiO3,3.529499999999999,3.7,3,BandgapDatabase1
mp-1041014,MgV2O4,1.2114,2.81,3,BandgapDatabase1
mp-18875,MgWO4,3.6767,3.39,3,BandgapDatabase1
mp-567968,Mn11Si19,0.8562999999999991,0.73,2,BandgapDatabase1
mp-19142,Mn2V2O7,1.204,1.8,3,BandgapDatabase1
mp-18759,Mn3O4,0.8134999999999991,2.3,2,BandgapDatabase1
mp-755882,MnAl2O4,2.6578,2.21,3,BandgapDatabase1
mp-28306,MnBr2,1.5962,3.76,2,BandgapDatabase1
mp-18814,MnCO3,3.2291,3.104,3,BandgapDatabase1
mp-28013,MnI2,1.170799999999999,4.220000000000001,2,BandgapDatabase1
mp-19455,MnMoO4,1.409699999999999,1.96,3,BandgapDatabase1
mp-1105127,MnP4,0.5335999999999991,0.53,2,BandgapDatabase1
mp-1201691,MnTe6O13,2.3901,3.2,3,BandgapDatabase1
mp-2490654,MnV2O6,1.8528,1.93,3,BandgapDatabase1
mp-19407,MnWO4,2.356299999999999,2.69,3,BandgapDatabase1
mp-754318,MnZnO3,1.7946,2.18,3,BandgapDatabase1
mp-568394,MoCl3,0.599699999999999,0.56,2,BandgapDatabase1
mp-1047075,MoO2,1.315599999999999,1.89,2,BandgapDatabase1
mp-715584,MoO3,1.834299999999999,3.0,2,BandgapDatabase1
mp-1239169,MoS3,0.7267,1.5,2,BandgapDatabase1
mp-1180473,N2O,4.7431,0.59,2,BandgapDatabase1
mp-1201027,Na2CO3,4.1922,2.9,3,BandgapDatabase1
mp-19080,Na2Mn3O7,1.405699999999999,1.24,3,BandgapDatabase1
mp-18852,Na2MoO4,4.3983,4.37,3,BandgapDatabase1
mp-2352,Na2O,1.8736,1.53,2,BandgapDatabase1
mp-2340,Na2O2,1.7361,4.84,2,BandgapDatabase1
mp-4199,Na2S2O3,4.0764,0.98,3,BandgapDatabase1
mp-27936,Na2SbF5,4.8247,0.6,3,BandgapDatabase1
mp-3193,Na2Si2O5,4.4712,4.22,3,BandgapDatabase1
mp-4533,Na2SiO3,3.8657,4.0,3,BandgapDatabase1
mp-3285,Na2Ta4O11,3.4629,3.3,3,BandgapDatabase1
mp-553969,Na2Te3Mo3O16,2.6404,2.22,4,BandgapDatabase1
mp-32533,Na2W4O13,1.808499999999999,2.95,3,BandgapDatabase1
mp-2715259,Na3La2(PO4)3,4.4521,3.86,4,BandgapDatabase1
mp-473,Na3P11,1.623899999999999,0.77,2,BandgapDatabase1
mp-674333,Na3PO4,3.9187,2.2,3,BandgapDatabase1
mp-28782,Na3PS4,2.291899999999999,2.3,3,BandgapDatabase1
mp-776557,Na3V2(PO4)3,1.9166,1.867,4,BandgapDatabase1
mp-29628,Na4SnS4,2.078,3.32,3,BandgapDatabase1
mp-23704,NaAlH4,4.6666,4.8,3,BandgapDatabase1
mp-984519,NaAsSe2,1.4318,1.73,3,BandgapDatabase1
mp-1210092,NaBi(MoO4)2,2.8545,3.1,4,BandgapDatabase1
mp-1220818,NaBi(WO4)2,3.4038,3.02,4,BandgapDatabase1
mp-23054,NaBiO3,1.096399999999999,2.45,3,BandgapDatabase1
mp-1221125,NaBiS2,1.446899999999999,1.21,3,BandgapDatabase1
mp-1221129,NaCaBO3,3.8471,4.13,4,BandgapDatabase1
mp-5693,NaCrS2,0.9908999999999992,0.89,3,BandgapDatabase1
mp-1078217,NaFeF3,2.2462,0.88,3,BandgapDatabase1
mp-5175,NaInO2,1.9142,3.9,3,BandgapDatabase1
mp-1173567,NaLaMgWO6,3.5197000000000003,3.6685,5,BandgapDatabase1
mp-1220785,NaLaTi2O6,2.0801,3.28,4,BandgapDatabase1
mp-5962,NaMgAs,0.9547999999999992,0.97,3,BandgapDatabase1
mp-561536,NaMgBO3,3.5852,2.916,4,BandgapDatabase1
mp-7090,NaMgSb,1.0359,1.04,3,BandgapDatabase1
mp-4531,NaNO3,2.9451,2.92,3,BandgapDatabase1
mp-623854,NaNb3O8,2.4842,2.535,3,BandgapDatabase1
mp-3744,NaNbO2,1.378099999999999,1.5,3,BandgapDatabase1
mp-4514,NaNbO3,2.5048,3.265,3,BandgapDatabase1
mp-7440,NaP,0.8684000000000001,2.0340000000000003,2,BandgapDatabase1
mp-8830,NaRhO2,1.377399999999999,1.33,3,BandgapDatabase1
mp-5414,NaSbS2,0.8857,1.71,3,BandgapDatabase1
mp-1220879,NaSbSe2,0.6374999999999991,1.48,3,BandgapDatabase1
mp-29529,NaSnP,0.5826,1.19,3,BandgapDatabase1
mp-1192032,NaSr3Be3B3O9F4,4.7554,4.82,6,BandgapDatabase1
mp-760188,Nb3O7F,2.3814,3.1100000000000003,3,BandgapDatabase1
mp-569571,Nb3Sb2Te5,0.844599999999999,0.9,3,BandgapDatabase1
mp-9437,NbFeSb,0.513799999999999,0.53,3,BandgapDatabase1
mp-752467,NbO2F,2.2079,3.1,3,BandgapDatabase1
mp-18899,Nd2MnNiO6,1.457199999999999,1.02,4,BandgapDatabase1
mp-17904,Nd2TiO5,3.313799999999999,3.0,3,BandgapDatabase1
mp-5977,Nd2Zr2O7,3.3281,3.75,3,BandgapDatabase1
mp-20407,NdFeO3,1.7349,3.8,3,BandgapDatabase1
mp-3196,NdGaO3,3.452499999999999,2.653,3,BandgapDatabase1
mp-20852,NdMnO3,1.898,3.02,3,BandgapDatabase1
mp-754654,NiSnO3,1.7717,3.75,3,BandgapDatabase1
mp-562065,PO2,4.5183,2.46,2,BandgapDatabase1
mp-2456335,PbBr2,2.642699999999999,3.27,2,BandgapDatabase1
mp-567503,PbI2,2.4455,2.32,2,BandgapDatabase1
mp-19921,PbO,1.4635999999999991,2.75,2,BandgapDatabase1
mp-1180019,PbO2,0.6955,1.45,2,BandgapDatabase1
mp-1057015,PbS,0.5555,0.7,2,BandgapDatabase1
mp-504591,PbWO4,2.9475,3.81,3,BandgapDatabase1
mp-1120759,PdSe2,1.3767,1.0750000000000002,2,BandgapDatabase1
mp-545482,PdSeO3,1.0589,2.75,3,BandgapDatabase1
mp-1209751,Pr2MnNiO6,1.6564,1.0,4,BandgapDatabase1
mp-16705,Pr2O3,3.8059,3.9,2,BandgapDatabase1
mp-3466,PrAlO3,4.1325,3.8,3,BandgapDatabase1
mp-1105822,PrCrO3,2.0419,3.2,3,BandgapDatabase1
mp-23290,PtCl2,1.7917,0.5,2,BandgapDatabase1
mp-1095618,PtN2,1.3251,1.06,2,BandgapDatabase1
mp-1115,PtSe2,0.6193000000000001,1.2,2,BandgapDatabase1
mp-1195026,Rb2Mg2(WO4)3,4.355700000000001,4.17,4,BandgapDatabase1
mp-14088,Rb2PdF6,2.2306,2.67,3,BandgapDatabase1
mp-1201494,Rb2Th7Se15,1.3442999999999992,1.83,3,BandgapDatabase1
mp-557089,Rb2Zn3(P2O7)2,4.1684,4.39,4,BandgapDatabase1
mp-571164,Rb3AgSn3Se8,1.3666,1.8,4,BandgapDatabase1
mp-29895,Rb3Bi2I9,2.4754,2.1,3,BandgapDatabase1
mp-14577,Rb4Ta2S11,1.7792,2.58,3,BandgapDatabase1
mp-23949,RbCaH3,3.2736,3.32,3,BandgapDatabase1
mp-31309,RbInSe2,1.646199999999999,2.0,3,BandgapDatabase1
mp-541600,RbLaTa2O7,2.2853,3.81,4,BandgapDatabase1
mp-1020633,RbMgBO3,4.3738,3.827,4,BandgapDatabase1
mp-558749,RbMnF3,2.943699999999999,1.49,3,BandgapDatabase1
mp-1192452,RbNb2PSe10,0.912999999999999,1.15,4,BandgapDatabase1
mp-23043,RbPb2Br5,3.0406,3.42,3,BandgapDatabase1
mp-998611,RbSnCl3,2.3264,0.94,3,BandgapDatabase1
mp-999265,RbYS2,2.3166,4.0,3,BandgapDatabase1
mp-4975,RbZnF3,4.0784,3.6825,3,BandgapDatabase1
mp-1716,Rh2O3,0.5597000000000001,1.2,2,BandgapDatabase1
mp-27871,RhBr3,1.2584,1.76,2,BandgapDatabase1
mp-27770,RhCl3,1.521199999999999,1.18,2,BandgapDatabase1
mp-27726,SO2,2.8368,1.8695,2,BandgapDatabase1
mp-23419,Sb4Cl2O5,2.6466000000000003,3.0,3,BandgapDatabase1
mp-23281,SbI3,2.1446,2.3550000000000004,2,BandgapDatabase1
mp-1423059,SbN,1.110999999999999,2.87,2,BandgapDatabase1
mp-561533,SbOF,3.322699999999999,3.0,3,BandgapDatabase1
mp-3439,SbPO4,4.002099999999999,4.385,3,BandgapDatabase1
mp-23309,ScCl3,3.8723,5.0,2,BandgapDatabase1
mp-1179114,ScO2,0.5864,1.3,2,BandgapDatabase1
mp-4200,ScPO4,4.193899999999999,4.255000000000001,3,BandgapDatabase1
mp-570481,Se,1.7696,1.5,1,BandgapDatabase1
mp-726,SeO2,3.2874,4.77,2,BandgapDatabase1
mp-988,Si3N4,4.2503,5.0,2,BandgapDatabase1
mp-1204356,SiC,1.8389,2.5,2,BandgapDatabase1
mp-21723,SiPbO3,3.1904999999999992,0.9,3,BandgapDatabase1
mp-1602,SiS2,3.1072,2.95,2,BandgapDatabase1
mp-776110,SiSnO3,2.6768,3.1,3,BandgapDatabase1
mp-17835,Sn2Sb2S5,0.785099999999999,1.47,3,BandgapDatabase1
mp-1104544,Sn3O4,0.9344999999999992,2.43,2,BandgapDatabase1
mp-1009820,SnC,0.6257,2.1,2,BandgapDatabase1
mp-2843,SnF2,3.2704,1.3,2,BandgapDatabase1
mp-4157,Sr(NO3)2,3.7142,1.63,3,BandgapDatabase1
mp-1218879,Sr2Al2SiO7,4.2023,4.11,4,BandgapDatabase1
mp-760510,Sr2Bi2O5,2.4829,3.17,3,BandgapDatabase1
mp-1274308,Sr2CoWO6,2.0256,2.38,4,BandgapDatabase1
mp-1218758,Sr2LaGaO5,3.596399999999999,4.6,4,BandgapDatabase1
mp-1080625,Sr2LiReO6,1.8423999999999991,2.21,4,BandgapDatabase1
mp-6564,Sr2MgSi2O7,4.495900000000001,3.75,4,BandgapDatabase1
mp-3870,Sr2Nb2O7,2.6843999999999992,2.15,3,BandgapDatabase1
mp-1195664,Sr2P7Br,2.133099999999999,2.1,3,BandgapDatabase1
mp-1194705,Sr2P7Cl,1.948,1.9,3,BandgapDatabase1
mp-1195270,Sr2P7I,2.105799999999999,2.0,3,BandgapDatabase1
mp-4287,Sr2SnO4,2.6531,4.7,3,BandgapDatabase1
mp-568525,Sr2SnSe5,1.2442,0.9,3,BandgapDatabase1
mp-13664,Sr2Ta2O7,2.928,4.465,3,BandgapDatabase1
mp-31760,Sr2TaFeO6,1.5015,2.18,4,BandgapDatabase1
mp-1191240,Sr2ZnSi2O7,3.8987,4.24,4,BandgapDatabase1
mp-15900,Sr3Sc2Cu2S2O5,1.2847,2.4,5,BandgapDatabase1
mp-19386,Sr3V2O8,3.676,3.45,3,BandgapDatabase1
mp-769271,Sr4Ta2O9,4.1943,4.55,3,BandgapDatabase1
mp-761057,Sr5Nb4O15,2.8004,4.0,3,BandgapDatabase1
mp-769582,Sr5Ta4O15,3.044399999999999,4.75,3,BandgapDatabase1
mp-3094,SrAl2O4,4.142,4.8,3,BandgapDatabase1
mp-570577,SrAlSi4N7,3.691399999999999,4.2,4,BandgapDatabase1
mp-570485,SrAlSiH,0.625699999999999,0.63,4,BandgapDatabase1
mp-558323,SrBi2B2O7,2.8040000000000003,2.57,4,BandgapDatabase1
mp-22428,SrCeO3,2.2817,3.01,3,BandgapDatabase1
mp-18685,SrCu2GeS4,1.046299999999999,2.5,4,BandgapDatabase1
mp-16179,SrCu2GeSe4,0.5996,1.795,4,BandgapDatabase1
mp-9380,SrGe4O9,3.0685,3.28,3,BandgapDatabase1
mp-17464,SrGeO3,3.4179,3.185,3,BandgapDatabase1
mp-3378,SrHfO3,4.1704,3.9,3,BandgapDatabase1
mp-540688,SrIn2O4,1.807999999999999,3.635,3,BandgapDatabase1
mp-19001,SrMnO3,0.9027,1.2,3,BandgapDatabase1
mp-4591,SrNb2O6,2.9977,3.94,3,BandgapDatabase1
mp-770771,SrSc2O4,3.6335,4.6,3,BandgapDatabase1
mp-17715,SrTa2O6,3.2307,4.49,3,BandgapDatabase1
mp-541462,SrTa4O11,3.5232,4.0,3,BandgapDatabase1
mp-1191111,SrTi(PO4)2,2.6126,3.44,4,BandgapDatabase1
mp-4651,SrTiO3,1.848799999999999,3.2,3,BandgapDatabase1
mp-19163,SrWO4,4.6571,4.8,3,BandgapDatabase1
mp-558760,SrZrS3,0.551199999999999,1.53,3,BandgapDatabase1
mp-27488,Ta3N5,1.214099999999999,2.1,2,BandgapDatabase1
mp-683983,TaO2,0.77,1.0,2,BandgapDatabase1
mp-30092,TiCl4,3.4576,2.975,2,BandgapDatabase1
mp-27850,TiNCl,0.5636999999999991,2.5,3,BandgapDatabase1
mp-759307,TiNb2O7,2.1357,2.91,3,BandgapDatabase1
mp-5214,TiTe3O8,2.7479,3.37,3,BandgapDatabase1
mp-27484,Tl2O,0.5717000000000001,1.0,2,BandgapDatabase1
mp-29711,Tl2Te3,0.638899999999999,0.68,2,BandgapDatabase1
mp-27451,Tl3PbBr5,3.1153,3.2,3,BandgapDatabase1
mp-27293,Tl4HgBr6,1.831999999999999,1.8,3,BandgapDatabase1
mp-28517,Tl6SeI4,1.6854,1.86,3,BandgapDatabase1
mp-568949,TlBr,2.1678,2.68,2,BandgapDatabase1
mp-571079,TlCl,2.5181,2.55,2,BandgapDatabase1
mp-22566,TlInS2,0.6884,2.4,3,BandgapDatabase1
mp-27411,TlP5,1.184899999999999,2.02,2,BandgapDatabase1
mp-1208111,TlPb2Br5,2.9509,2.92,3,BandgapDatabase1
mp-27552,TlPbI3,2.1427,1.33,3,BandgapDatabase1
mp-28230,TlSbS2,1.6594000000000002,1.68,3,BandgapDatabase1
mp-780654,V2O3,0.620899999999999,0.7,2,BandgapDatabase1
mp-25279,V2O5,2.161,2.3,2,BandgapDatabase1
mp-555597,V4O7,0.5857,0.8,2,BandgapDatabase1
mp-541404,VO2,0.7584000000000001,0.7,2,BandgapDatabase1
mp-781604,VOF2,1.729299999999999,0.6,3,BandgapDatabase1
mp-1104878,VPO4F,1.5351,1.62,4,BandgapDatabase1
mp-541155,VS4,0.9239,1.0,2,BandgapDatabase1
mp-2383161,WO3,1.3585,2.7,2,BandgapDatabase1
mp-22885,XeF2,2.686199999999999,3.035,2,BandgapDatabase1
mp-27678,Y2Cl3,0.760699999999999,1.14,2,BandgapDatabase1
mp-769396,Y2Ge2O7,3.1753,3.8,3,BandgapDatabase1
mp-768814,Y2GeO5,3.5881,4.0,3,BandgapDatabase1
mp-5373,Y2Ti2O7,2.7208,2.75,3,BandgapDatabase1
mp-4704,Y3Fe5O12,1.9136,2.6,3,BandgapDatabase1
mp-1029652,Y3Si6N11,3.047499999999999,3.94,3,BandgapDatabase1
mp-11321,Y3TaO7,3.5002,4.6,3,BandgapDatabase1
mp-1237135,Y6MoO12,2.1663,3.05,3,BandgapDatabase1
mp-12903,YAgTe2,0.8975000000000001,1.36,3,BandgapDatabase1
mp-754815,YBr3,3.976499999999999,2.5,2,BandgapDatabase1
mp-1100868,YCuTe2,0.6041999999999991,0.6,3,BandgapDatabase1
mp-20783,YFeO3,1.5605,2.375,3,BandgapDatabase1
mp-753712,YIO,3.4078,3.16,3,BandgapDatabase1
mp-5387,YNbO4,3.497499999999999,4.3,3,BandgapDatabase1
mp-19133,YVO4,2.976,3.6,3,BandgapDatabase1
mp-546011,YZnAsO,1.2015,1.1731,4,BandgapDatabase1
mp-772617,Zn(NO3)2,3.4277,3.75,3,BandgapDatabase1
